Year,Team,GP,G,OffenseDefense
2015-16,UTEP,12,12,Offense
2015-16,UTEP,0,12,Defensive
2016-17,UTEP,12,12,Offense
2016-17,UTEP,0,12,Defensive
2017-18,UTEP,12,12,Offense
2017-18,UTEP,0,12,Defensive
2013-14,UTSA,12,12,Offense
2013-14,UTSA,0,12,Defensive
2014-15,UTSA,12,12,Offense
2014-15,UTSA,0,12,Defensive
2015-16,UTSA,12,12,Offense
2015-16,UTSA,0,12,Defensive
2016-17,UTSA,13,13,Offense
2016-17,UTSA,0,13,Defensive
2017-18,UTSA,11,11,Offense
2017-18,UTSA,0,11,Defensive
2013-14,UTSA,12,12,Offense
2013-14,UTSA,0,12,Defensive
2014-15,UTSA,12,12,Offense
2014-15,UTSA,0,12,Defensive
2015-16,UTSA,12,12,Offense
2015-16,UTSA,0,12,Defensive
2016-17,UTSA,13,13,Offense
2016-17,UTSA,0,13,Defensive
2017-18,UTSA,11,11,Offense
2017-18,UTSA,0,11,Defensive
2013-14,UTSA,12,12,Offense
2013-14,UTSA,0,12,Defensive
2014-15,UTSA,12,12,Offense
2014-15,UTSA,0,12,Defensive
2015-16,UTSA,12,12,Offense
2015-16,UTSA,0,12,Defensive
2016-17,UTSA,13,13,Offense
2016-17,UTSA,0,13,Defensive
2017-18,UTSA,11,11,Offense
2017-18,UTSA,0,11,Defensive
2013-14,UTSA,12,12,Offense
2013-14,UTSA,0,12,Defensive
2014-15,UTSA,12,12,Offense
2014-15,UTSA,0,12,Defensive
2015-16,UTSA,12,12,Offense
2015-16,UTSA,0,12,Defensive
2016-17,UTSA,13,13,Offense
2016-17,UTSA,0,13,Defensive
2017-18,UTSA,11,11,Offense
2017-18,UTSA,0,11,Defensive
2013-14,Utah St.,14,14,Offense
2013-14,Utah St.,0,14,Defensive
2014-15,Utah St.,14,14,Offense
2014-15,Utah St.,0,14,Defensive
2015-16,Utah St.,13,13,Offense
2015-16,Utah St.,0,13,Defensive
2016-17,Utah St.,12,12,Offense
2016-17,Utah St.,0,12,Defensive
2017-18,Utah St.,12,12,Offense
2017-18,Utah St.,0,12,Defensive
2013-14,Utah St.,14,14,Offense
2013-14,Utah St.,0,14,Defensive
2014-15,Utah St.,14,14,Offense
2014-15,Utah St.,0,14,Defensive
2015-16,Utah St.,13,13,Offense
2015-16,Utah St.,0,13,Defensive
2016-17,Utah St.,12,12,Offense
2016-17,Utah St.,0,12,Defensive
2017-18,Utah St.,12,12,Offense
2017-18,Utah St.,0,12,Defensive
2013-14,Utah St.,14,14,Offense
2013-14,Utah St.,0,14,Defensive
2014-15,Utah St.,14,14,Offense
2014-15,Utah St.,0,14,Defensive
2015-16,Utah St.,13,13,Offense
2015-16,Utah St.,0,13,Defensive
2016-17,Utah St.,12,12,Offense
2016-17,Utah St.,0,12,Defensive
2017-18,Utah St.,12,12,Offense
2017-18,Utah St.,0,12,Defensive
2013-14,Utah St.,14,14,Offense
2013-14,Utah St.,0,14,Defensive
2014-15,Utah St.,14,14,Offense
2014-15,Utah St.,0,14,Defensive
2015-16,Utah St.,13,13,Offense
2015-16,Utah St.,0,13,Defensive
2016-17,Utah St.,12,12,Offense
2016-17,Utah St.,0,12,Defensive
2017-18,Utah St.,12,12,Offense
2017-18,Utah St.,0,12,Defensive
2013-14,Utah,12,12,Offense
2013-14,Utah,0,12,Defensive
2014-15,Utah,13,13,Offense
2014-15,Utah,0,13,Defensive
2015-16,Utah,13,13,Offense
2015-16,Utah,0,13,Defensive
2016-17,Utah,13,13,Offense
2016-17,Utah,0,13,Defensive
2017-18,Utah,12,12,Offense
2017-18,Utah,0,12,Defensive
2013-14,Utah,12,12,Offense
2013-14,Utah,0,12,Defensive
2014-15,Utah,13,13,Offense
2014-15,Utah,0,13,Defensive
2015-16,Utah,13,13,Offense
2015-16,Utah,0,13,Defensive
2016-17,Utah,13,13,Offense
2016-17,Utah,0,13,Defensive
2017-18,Utah,12,12,Offense
2017-18,Utah,0,12,Defensive
2013-14,Utah,12,12,Offense
2013-14,Utah,0,12,Defensive
2014-15,Utah,13,13,Offense
2014-15,Utah,0,13,Defensive
2015-16,Utah,13,13,Offense
2015-16,Utah,0,13,Defensive
2016-17,Utah,13,13,Offense
2016-17,Utah,0,13,Defensive
2017-18,Utah,12,12,Offense
2017-18,Utah,0,12,Defensive
2013-14,Utah,12,12,Offense
2013-14,Utah,0,12,Defensive
2014-15,Utah,13,13,Offense
2014-15,Utah,0,13,Defensive
2015-16,Utah,13,13,Offense
2015-16,Utah,0,13,Defensive
2016-17,Utah,13,13,Offense
2016-17,Utah,0,13,Defensive
2017-18,Utah,12,12,Offense
2017-18,Utah,0,12,Defensive
2013-14,Vanderbilt,13,13,Offense
2013-14,Vanderbilt,0,13,Defensive
2014-15,Vanderbilt,12,12,Offense
2014-15,Vanderbilt,0,12,Defensive
2015-16,Vanderbilt,12,12,Offense
2015-16,Vanderbilt,0,12,Defensive
2016-17,Vanderbilt,13,13,Offense
2016-17,Vanderbilt,0,13,Defensive
2017-18,Vanderbilt,12,12,Offense
2017-18,Vanderbilt,0,12,Defensive
2013-14,Vanderbilt,13,13,Offense
2013-14,Vanderbilt,0,13,Defensive
2014-15,Vanderbilt,12,12,Offense
2014-15,Vanderbilt,0,12,Defensive
2015-16,Vanderbilt,12,12,Offense
2015-16,Vanderbilt,0,12,Defensive
2016-17,Vanderbilt,13,13,Offense
2016-17,Vanderbilt,0,13,Defensive
2017-18,Vanderbilt,12,12,Offense
2017-18,Vanderbilt,0,12,Defensive
2013-14,Vanderbilt,13,13,Offense
2013-14,Vanderbilt,0,13,Defensive
2014-15,Vanderbilt,12,12,Offense
2014-15,Vanderbilt,0,12,Defensive
2015-16,Vanderbilt,12,12,Offense
2015-16,Vanderbilt,0,12,Defensive
2016-17,Vanderbilt,13,13,Offense
2016-17,Vanderbilt,0,13,Defensive
2017-18,Vanderbilt,12,12,Offense
2017-18,Vanderbilt,0,12,Defensive
2013-14,Vanderbilt,13,13,Offense
2013-14,Vanderbilt,0,13,Defensive
2014-15,Vanderbilt,12,12,Offense
2014-15,Vanderbilt,0,12,Defensive
2015-16,Vanderbilt,12,12,Offense
2015-16,Vanderbilt,0,12,Defensive
2016-17,Vanderbilt,13,13,Offense
2016-17,Vanderbilt,0,13,Defensive
2017-18,Vanderbilt,12,12,Offense
2017-18,Vanderbilt,0,12,Defensive
2013-14,Virginia,12,12,Offense
2013-14,Virginia,0,12,Defensive
2014-15,Virginia,12,12,Offense
2014-15,Virginia,0,12,Defensive
2015-16,Virginia,12,12,Offense
2015-16,Virginia,0,12,Defensive
2016-17,Virginia,12,12,Offense
2016-17,Virginia,0,12,Defensive
2017-18,Virginia,12,12,Offense
2017-18,Virginia,0,12,Defensive
2013-14,Virginia,12,12,Offense
2013-14,Virginia,0,12,Defensive
2014-15,Virginia,12,12,Offense
2014-15,Virginia,0,12,Defensive
2015-16,Virginia,12,12,Offense
2015-16,Virginia,0,12,Defensive
2016-17,Virginia,12,12,Offense
2016-17,Virginia,0,12,Defensive
2017-18,Virginia,12,12,Offense
2017-18,Virginia,0,12,Defensive
2013-14,Virginia,12,12,Offense
2013-14,Virginia,0,12,Defensive
2014-15,Virginia,12,12,Offense
2014-15,Virginia,0,12,Defensive
2015-16,Virginia,12,12,Offense
2015-16,Virginia,0,12,Defensive
2016-17,Virginia,12,12,Offense
2016-17,Virginia,0,12,Defensive
2017-18,Virginia,12,12,Offense
2017-18,Virginia,0,12,Defensive
2013-14,Virginia,12,12,Offense
2013-14,Virginia,0,12,Defensive
2014-15,Virginia,12,12,Offense
2014-15,Virginia,0,12,Defensive
2015-16,Virginia,12,12,Offense
2015-16,Virginia,0,12,Defensive
2016-17,Virginia,12,12,Offense
2016-17,Virginia,0,12,Defensive
2017-18,Virginia,12,12,Offense
2017-18,Virginia,0,12,Defensive
2013-14,Virginia Tech,13,13,Offense
2013-14,Virginia Tech,0,13,Defensive
2014-15,Virginia Tech,13,13,Offense
2014-15,Virginia Tech,0,13,Defensive
2015-16,Virginia Tech,13,13,Offense
2015-16,Virginia Tech,0,13,Defensive
2016-17,Virginia Tech,14,14,Offense
2016-17,Virginia Tech,0,14,Defensive
2017-18,Virginia Tech,12,12,Offense
2017-18,Virginia Tech,0,12,Defensive
2013-14,Virginia Tech,13,13,Offense
2013-14,Virginia Tech,0,13,Defensive
2014-15,Virginia Tech,13,13,Offense
2014-15,Virginia Tech,0,13,Defensive
2015-16,Virginia Tech,13,13,Offense
2015-16,Virginia Tech,0,13,Defensive
2016-17,Virginia Tech,14,14,Offense
2016-17,Virginia Tech,0,14,Defensive
2017-18,Virginia Tech,12,12,Offense
2017-18,Virginia Tech,0,12,Defensive
2013-14,Virginia Tech,13,13,Offense
2013-14,Virginia Tech,0,13,Defensive
2014-15,Virginia Tech,13,13,Offense
2014-15,Virginia Tech,0,13,Defensive
2015-16,Virginia Tech,13,13,Offense
2015-16,Virginia Tech,0,13,Defensive
2016-17,Virginia Tech,14,14,Offense
2016-17,Virginia Tech,0,14,Defensive
2017-18,Virginia Tech,12,12,Offense
2017-18,Virginia Tech,0,12,Defensive
2013-14,Virginia Tech,13,13,Offense
2013-14,Virginia Tech,0,13,Defensive
2014-15,Virginia Tech,13,13,Offense
2014-15,Virginia Tech,0,13,Defensive
2015-16,Virginia Tech,13,13,Offense
2015-16,Virginia Tech,0,13,Defensive
2016-17,Virginia Tech,14,14,Offense
2016-17,Virginia Tech,0,14,Defensive
2017-18,Virginia Tech,12,12,Offense
2017-18,Virginia Tech,0,12,Defensive
2013-14,Wake Forest,12,12,Offense
2013-14,Wake Forest,0,12,Defensive
2014-15,Wake Forest,12,12,Offense
2014-15,Wake Forest,0,12,Defensive
2015-16,Wake Forest,12,12,Offense
2015-16,Wake Forest,0,12,Defensive
2016-17,Wake Forest,13,13,Offense
2016-17,Wake Forest,0,13,Defensive
2017-18,Wake Forest,12,12,Offense
2017-18,Wake Forest,0,12,Defensive
2013-14,Wake Forest,12,12,Offense
2013-14,Wake Forest,0,12,Defensive
2014-15,Wake Forest,12,12,Offense
2014-15,Wake Forest,0,12,Defensive
2015-16,Wake Forest,12,12,Offense
2015-16,Wake Forest,0,12,Defensive
2016-17,Wake Forest,13,13,Offense
2016-17,Wake Forest,0,13,Defensive
2017-18,Wake Forest,12,12,Offense
2017-18,Wake Forest,0,12,Defensive
2013-14,Wake Forest,12,12,Offense
2013-14,Wake Forest,0,12,Defensive
2014-15,Wake Forest,12,12,Offense
2014-15,Wake Forest,0,12,Defensive
2015-16,Wake Forest,12,12,Offense
2015-16,Wake Forest,0,12,Defensive
2016-17,Wake Forest,13,13,Offense
2016-17,Wake Forest,0,13,Defensive
2017-18,Wake Forest,12,12,Offense
2017-18,Wake Forest,0,12,Defensive
2013-14,Wake Forest,12,12,Offense
2013-14,Wake Forest,0,12,Defensive
2014-15,Wake Forest,12,12,Offense
2014-15,Wake Forest,0,12,Defensive
2015-16,Wake Forest,12,12,Offense
2015-16,Wake Forest,0,12,Defensive
2016-17,Wake Forest,13,13,Offense
2016-17,Wake Forest,0,13,Defensive
2017-18,Wake Forest,12,12,Offense
2017-18,Wake Forest,0,12,Defensive
2013-14,Washington,13,13,Offense
2013-14,Washington,0,13,Defensive
2014-15,Washington,14,14,Offense
2014-15,Washington,0,14,Defensive
2015-16,Washington,13,13,Offense
2015-16,Washington,0,13,Defensive
2016-17,Washington,14,14,Offense
2016-17,Washington,0,14,Defensive
2017-18,Washington,12,12,Offense
2017-18,Washington,0,12,Defensive
2013-14,Washington,13,13,Offense
2013-14,Washington,0,13,Defensive
2014-15,Washington,14,14,Offense
2014-15,Washington,0,14,Defensive
2015-16,Washington,13,13,Offense
2015-16,Washington,0,13,Defensive
2016-17,Washington,14,14,Offense
2016-17,Washington,0,14,Defensive
2017-18,Washington,12,12,Offense
2017-18,Washington,0,12,Defensive
2013-14,Washington,13,13,Offense
2013-14,Washington,0,13,Defensive
2014-15,Washington,14,14,Offense
2014-15,Washington,0,14,Defensive
2015-16,Washington,13,13,Offense
2015-16,Washington,0,13,Defensive
2016-17,Washington,14,14,Offense
2016-17,Washington,0,14,Defensive
2017-18,Washington,12,12,Offense
2017-18,Washington,0,12,Defensive
2013-14,Washington,13,13,Offense
2013-14,Washington,0,13,Defensive
2014-15,Washington,14,14,Offense
2014-15,Washington,0,14,Defensive
2015-16,Washington,13,13,Offense
2015-16,Washington,0,13,Defensive
2016-17,Washington,14,14,Offense
2016-17,Washington,0,14,Defensive
2017-18,Washington,12,12,Offense
2017-18,Washington,0,12,Defensive
2013-14,Washington St.,13,13,Offense
2013-14,Washington St.,0,13,Defensive
2014-15,Washington St.,12,12,Offense
2014-15,Washington St.,0,12,Defensive
2015-16,Washington St.,13,13,Offense
2015-16,Washington St.,0,13,Defensive
2016-17,Washington St.,13,13,Offense
2016-17,Washington St.,0,13,Defensive
2017-18,Washington St.,12,12,Offense
2017-18,Washington St.,0,12,Defensive
2013-14,Washington St.,13,13,Offense
2013-14,Washington St.,0,13,Defensive
2014-15,Washington St.,12,12,Offense
2014-15,Washington St.,0,12,Defensive
2015-16,Washington St.,13,13,Offense
2015-16,Washington St.,0,13,Defensive
2016-17,Washington St.,13,13,Offense
2016-17,Washington St.,0,13,Defensive
2017-18,Washington St.,12,12,Offense
2017-18,Washington St.,0,12,Defensive
2013-14,Washington St.,13,13,Offense
2013-14,Washington St.,0,13,Defensive
2014-15,Washington St.,12,12,Offense
2014-15,Washington St.,0,12,Defensive
2015-16,Washington St.,13,13,Offense
2015-16,Washington St.,0,13,Defensive
2016-17,Washington St.,13,13,Offense
2016-17,Washington St.,0,13,Defensive
2017-18,Washington St.,12,12,Offense
2017-18,Washington St.,0,12,Defensive
2013-14,Washington St.,13,13,Offense
2013-14,Washington St.,0,13,Defensive
2014-15,Washington St.,12,12,Offense
2014-15,Washington St.,0,12,Defensive
2015-16,Washington St.,13,13,Offense
2015-16,Washington St.,0,13,Defensive
2016-17,Washington St.,13,13,Offense
2016-17,Washington St.,0,13,Defensive
2017-18,Washington St.,12,12,Offense
2017-18,Washington St.,0,12,Defensive
2013-14,West Virginia,12,12,Offense
2013-14,West Virginia,0,12,Defensive
2014-15,West Virginia,13,13,Offense
2014-15,West Virginia,0,13,Defensive
2015-16,West Virginia,13,13,Offense
2015-16,West Virginia,0,13,Defensive
2016-17,West Virginia,13,13,Offense
2016-17,West Virginia,0,13,Defensive
2017-18,West Virginia,12,12,Offense
2017-18,West Virginia,0,12,Defensive
2013-14,West Virginia,12,12,Offense
2013-14,West Virginia,0,12,Defensive
2014-15,West Virginia,13,13,Offense
2014-15,West Virginia,0,13,Defensive
2015-16,West Virginia,13,13,Offense
2015-16,West Virginia,0,13,Defensive
2016-17,West Virginia,13,13,Offense
2016-17,West Virginia,0,13,Defensive
2017-18,West Virginia,12,12,Offense
2017-18,West Virginia,0,12,Defensive
2013-14,West Virginia,12,12,Offense
2013-14,West Virginia,0,12,Defensive
2014-15,West Virginia,13,13,Offense
2014-15,West Virginia,0,13,Defensive
2015-16,West Virginia,13,13,Offense
2015-16,West Virginia,0,13,Defensive
2016-17,West Virginia,13,13,Offense
2016-17,West Virginia,0,13,Defensive
2017-18,West Virginia,12,12,Offense
2017-18,West Virginia,0,12,Defensive
2013-14,West Virginia,12,12,Offense
2013-14,West Virginia,0,12,Defensive
2014-15,West Virginia,13,13,Offense
2014-15,West Virginia,0,13,Defensive
2015-16,West Virginia,13,13,Offense
2015-16,West Virginia,0,13,Defensive
2016-17,West Virginia,13,13,Offense
2016-17,West Virginia,0,13,Defensive
2017-18,West Virginia,12,12,Offense
2017-18,West Virginia,0,12,Defensive
2013-14,Western Ky.,12,12,Offense
2013-14,Western Ky.,0,12,Defensive
2014-15,Western Ky.,13,13,Offense
2014-15,Western Ky.,0,13,Defensive
2015-16,Western Ky.,14,14,Offense
2015-16,Western Ky.,0,14,Defensive
2016-17,Western Ky.,14,14,Offense
2016-17,Western Ky.,0,14,Defensive
2017-18,Western Ky.,12,12,Offense
2017-18,Western Ky.,0,12,Defensive
2013-14,Western Ky.,12,12,Offense
2013-14,Western Ky.,0,12,Defensive
2014-15,Western Ky.,13,13,Offense
2014-15,Western Ky.,0,13,Defensive
2015-16,Western Ky.,14,14,Offense
2015-16,Western Ky.,0,14,Defensive
2016-17,Western Ky.,14,14,Offense
2016-17,Western Ky.,0,14,Defensive
2017-18,Western Ky.,12,12,Offense
2017-18,Western Ky.,0,12,Defensive
2013-14,Western Ky.,12,12,Offense
2013-14,Western Ky.,0,12,Defensive
2014-15,Western Ky.,13,13,Offense
2014-15,Western Ky.,0,13,Defensive
2015-16,Western Ky.,14,14,Offense
2015-16,Western Ky.,0,14,Defensive
2016-17,Western Ky.,14,14,Offense
2016-17,Western Ky.,0,14,Defensive
2017-18,Western Ky.,12,12,Offense
2017-18,Western Ky.,0,12,Defensive
2013-14,Western Ky.,12,12,Offense
2013-14,Western Ky.,0,12,Defensive
2014-15,Western Ky.,13,13,Offense
2014-15,Western Ky.,0,13,Defensive
2015-16,Western Ky.,14,14,Offense
2015-16,Western Ky.,0,14,Defensive
2016-17,Western Ky.,14,14,Offense
2016-17,Western Ky.,0,14,Defensive
2017-18,Western Ky.,12,12,Offense
2017-18,Western Ky.,0,12,Defensive
2013-14,Western Mich.,12,12,Offense
2013-14,Western Mich.,0,12,Defensive
2014-15,Western Mich.,13,13,Offense
2014-15,Western Mich.,0,13,Defensive
2015-16,Western Mich.,13,13,Offense
2015-16,Western Mich.,0,13,Defensive
2016-17,Western Mich.,14,14,Offense
2016-17,Western Mich.,0,14,Defensive
2017-18,Western Mich.,12,12,Offense
2017-18,Western Mich.,0,12,Defensive
2013-14,Western Mich.,12,12,Offense
2013-14,Western Mich.,0,12,Defensive
2014-15,Western Mich.,13,13,Offense
2014-15,Western Mich.,0,13,Defensive
2015-16,Western Mich.,13,13,Offense
2015-16,Western Mich.,0,13,Defensive
2016-17,Western Mich.,14,14,Offense
2016-17,Western Mich.,0,14,Defensive
2017-18,Western Mich.,12,12,Offense
2017-18,Western Mich.,0,12,Defensive
2013-14,Western Mich.,12,12,Offense
2013-14,Western Mich.,0,12,Defensive
2014-15,Western Mich.,13,13,Offense
2014-15,Western Mich.,0,13,Defensive
2015-16,Western Mich.,13,13,Offense
2015-16,Western Mich.,0,13,Defensive
2016-17,Western Mich.,14,14,Offense
2016-17,Western Mich.,0,14,Defensive
2017-18,Western Mich.,12,12,Offense
2017-18,Western Mich.,0,12,Defensive
2013-14,Western Mich.,12,12,Offense
2013-14,Western Mich.,0,12,Defensive
2014-15,Western Mich.,13,13,Offense
2014-15,Western Mich.,0,13,Defensive
2015-16,Western Mich.,13,13,Offense
2015-16,Western Mich.,0,13,Defensive
2016-17,Western Mich.,14,14,Offense
2016-17,Western Mich.,0,14,Defensive
2017-18,Western Mich.,12,12,Offense
2017-18,Western Mich.,0,12,Defensive
2013-14,Wisconsin,13,13,Offense
2013-14,Wisconsin,0,13,Defensive
2014-15,Wisconsin,14,14,Offense
2014-15,Wisconsin,0,14,Defensive
2015-16,Wisconsin,13,13,Offense
2015-16,Wisconsin,0,13,Defensive
2016-17,Wisconsin,14,14,Offense
2016-17,Wisconsin,0,14,Defensive
2017-18,Wisconsin,13,13,Offense
2017-18,Wisconsin,0,13,Defensive
2013-14,Wisconsin,13,13,Offense
2013-14,Wisconsin,0,13,Defensive
2014-15,Wisconsin,14,14,Offense
2014-15,Wisconsin,0,14,Defensive
2015-16,Wisconsin,13,13,Offense
2015-16,Wisconsin,0,13,Defensive
2016-17,Wisconsin,14,14,Offense
2016-17,Wisconsin,0,14,Defensive
2017-18,Wisconsin,13,13,Offense
2017-18,Wisconsin,0,13,Defensive
2013-14,Wisconsin,13,13,Offense
2013-14,Wisconsin,0,13,Defensive
2014-15,Wisconsin,14,14,Offense
2014-15,Wisconsin,0,14,Defensive
2015-16,Wisconsin,13,13,Offense
2015-16,Wisconsin,0,13,Defensive
2016-17,Wisconsin,14,14,Offense
2016-17,Wisconsin,0,14,Defensive
2017-18,Wisconsin,13,13,Offense
2017-18,Wisconsin,0,13,Defensive
2013-14,Wisconsin,13,13,Offense
2013-14,Wisconsin,0,13,Defensive
2014-15,Wisconsin,14,14,Offense
2014-15,Wisconsin,0,14,Defensive
2015-16,Wisconsin,13,13,Offense
2015-16,Wisconsin,0,13,Defensive
2016-17,Wisconsin,14,14,Offense
2016-17,Wisconsin,0,14,Defensive
2017-18,Wisconsin,13,13,Offense
2017-18,Wisconsin,0,13,Defensive
2013-14,Wyoming,12,12,Offense
2013-14,Wyoming,0,12,Defensive
2014-15,Wyoming,12,12,Offense
2014-15,Wyoming,0,12,Defensive
2015-16,Wyoming,12,12,Offense
2015-16,Wyoming,0,12,Defensive
2016-17,Wyoming,14,14,Offense
2016-17,Wyoming,0,14,Defensive
2017-18,Wyoming,12,12,Offense
2017-18,Wyoming,0,12,Defensive
2013-14,Wyoming,12,12,Offense
2013-14,Wyoming,0,12,Defensive
2014-15,Wyoming,12,12,Offense
2014-15,Wyoming,0,12,Defensive
2015-16,Wyoming,12,12,Offense
2015-16,Wyoming,0,12,Defensive
2016-17,Wyoming,14,14,Offense
2016-17,Wyoming,0,14,Defensive
2017-18,Wyoming,12,12,Offense
2017-18,Wyoming,0,12,Defensive
2013-14,Wyoming,12,12,Offense
2013-14,Wyoming,0,12,Defensive
2014-15,Wyoming,12,12,Offense
2014-15,Wyoming,0,12,Defensive
2015-16,Wyoming,12,12,Offense
2015-16,Wyoming,0,12,Defensive
2016-17,Wyoming,14,14,Offense
2016-17,Wyoming,0,14,Defensive
2017-18,Wyoming,12,12,Offense
2017-18,Wyoming,0,12,Defensive
2013-14,Wyoming,12,12,Offense
2013-14,Wyoming,0,12,Defensive
2014-15,Wyoming,12,12,Offense
2014-15,Wyoming,0,12,Defensive
2015-16,Wyoming,12,12,Offense
2015-16,Wyoming,0,12,Defensive
2016-17,Wyoming,14,14,Offense
2016-17,Wyoming,0,14,Defensive
2017-18,Wyoming,12,12,Offense
2017-18,Wyoming,0,12,Defensive
