Date,Opponent,Result,SackUA,G,SackA,SackYds,Sacks,Team,OffenseDefense
09/19/2015,Illinois,W 48 - 14,nan,1/,nan,nan,nan,North Carolina Tar Heels,Defense
09/26/2015,Delaware,W 41 - 14,nan,1/,nan,nan,nan,North Carolina Tar Heels,Offense
09/26/2015,Delaware,W 41 - 14,nan,1/,nan,11,1.0,North Carolina Tar Heels,Defense
10/03/2015,@ Georgia Tech,W 38 - 31,nan,1/,nan,nan,nan,North Carolina Tar Heels,Offense
10/03/2015,@ Georgia Tech,W 38 - 31,nan,1/,nan,2,1.0,North Carolina Tar Heels,Defense
10/17/2015,Wake Forest,W 50 - 14,nan,1/,nan,26,2.0,North Carolina Tar Heels,Offense
10/17/2015,Wake Forest,W 50 - 14,nan,1/,nan,20,2.0,North Carolina Tar Heels,Defense
10/24/2015,Virginia,W 26 - 13,nan,1/,nan,14,2.0,North Carolina Tar Heels,Offense
10/24/2015,Virginia,W 26 - 13,nan,1/,nan,9,1.0,North Carolina Tar Heels,Defense
10/29/2015,@ Pittsburgh,W 26 - 19,nan,1/,nan,23,5.0,North Carolina Tar Heels,Offense
10/29/2015,@ Pittsburgh,W 26 - 19,nan,1/,nan,nan,nan,North Carolina Tar Heels,Defense
11/07/2015,Duke,W 66 - 31,nan,1/,nan,5,1.0,North Carolina Tar Heels,Offense
11/07/2015,Duke,W 66 - 31,nan,1/,nan,nan,nan,North Carolina Tar Heels,Defense
11/14/2015,Miami (FL),W 59 - 21,nan,1/,nan,22,2.0,North Carolina Tar Heels,Offense
11/14/2015,Miami (FL),W 59 - 21,nan,1/,nan,13,2.0,North Carolina Tar Heels,Defense
11/21/2015,@ Virginia Tech,W 30 - 27 (1OT),nan,1/,nan,22,5.0,North Carolina Tar Heels,Offense
11/21/2015,@ Virginia Tech,W 30 - 27 (1OT),nan,1/,nan,15,1.0,North Carolina Tar Heels,Defense
11/28/2015,@ NC State,W 45 - 34,nan,1/,nan,17,4.0,North Carolina Tar Heels,Offense
11/28/2015,@ NC State,W 45 - 34,nan,1/,nan,nan,nan,North Carolina Tar Heels,Defense
12/05/2015,"Clemson @ Charlotte, N.C.",L 37 - 45,nan,1/,nan,nan,nan,North Carolina Tar Heels,Offense
12/05/2015,"Clemson @ Charlotte, N.C.",L 37 - 45,nan,1/,nan,16,2.0,North Carolina Tar Heels,Defense
12/29/2015,"Baylor @ Orlando, Fla.",L 38 - 49,nan,1/,nan,nan,nan,North Carolina Tar Heels,Offense
12/29/2015,"Baylor @ Orlando, Fla.",L 38 - 49,nan,1/,nan,9,2.0,North Carolina Tar Heels,Defense
08/30/2014,Liberty,W 56 - 29,nan,1/,nan,3,1.0,North Carolina Tar Heels,Offense
08/30/2014,Liberty,W 56 - 29,nan,1/,nan,7,1.0,North Carolina Tar Heels,Defense
09/06/2014,San Diego St.,W 31 - 27,nan,1/,nan,2,1.0,North Carolina Tar Heels,Offense
09/06/2014,San Diego St.,W 31 - 27,nan,1/,nan,nan,nan,North Carolina Tar Heels,Defense
09/20/2014,@ East Carolina,L 41 - 70,nan,1/,nan,19,2.0,North Carolina Tar Heels,Offense
09/20/2014,@ East Carolina,L 41 - 70,nan,1/,nan,9,1.0,North Carolina Tar Heels,Defense
09/27/2014,@ Clemson,L 35 - 50,nan,1/,nan,19,3.0,North Carolina Tar Heels,Offense
09/27/2014,@ Clemson,L 35 - 50,nan,1/,nan,31,3.0,North Carolina Tar Heels,Defense
10/04/2014,Virginia Tech,L 17 - 34,nan,1/,nan,22,3.0,North Carolina Tar Heels,Offense
10/04/2014,Virginia Tech,L 17 - 34,nan,1/,nan,33,5.0,North Carolina Tar Heels,Defense
10/11/2014,@ Notre Dame,L 43 - 50,nan,1/,nan,5,1.0,North Carolina Tar Heels,Offense
10/11/2014,@ Notre Dame,L 43 - 50,nan,1/,nan,nan,nan,North Carolina Tar Heels,Defense
10/18/2014,Georgia Tech,W 48 - 43,nan,1/,nan,4,2.0,North Carolina Tar Heels,Offense
10/18/2014,Georgia Tech,W 48 - 43,nan,1/,nan,1,1.0,North Carolina Tar Heels,Defense
10/25/2014,@ Virginia,W 28 - 27,nan,1/,nan,8,1.0,North Carolina Tar Heels,Offense
10/25/2014,@ Virginia,W 28 - 27,nan,1/,nan,27,3.0,North Carolina Tar Heels,Defense
11/01/2014,@ Miami (FL),L 20 - 47,nan,1/,nan,18,2.0,North Carolina Tar Heels,Offense
11/01/2014,@ Miami (FL),L 20 - 47,nan,1/,nan,35,6.0,North Carolina Tar Heels,Defense
11/15/2014,Pittsburgh,W 40 - 35,nan,1/,nan,9,1.0,North Carolina Tar Heels,Offense
11/15/2014,Pittsburgh,W 40 - 35,nan,1/,nan,1,1.0,North Carolina Tar Heels,Defense
11/20/2014,@ Duke,W 45 - 20,nan,1/,nan,14,3.0,North Carolina Tar Heels,Offense
11/20/2014,@ Duke,W 45 - 20,nan,1/,nan,12,2.0,North Carolina Tar Heels,Defense
11/29/2014,NC State,L 7 - 35,nan,1/,nan,5,2.0,North Carolina Tar Heels,Offense
11/29/2014,NC State,L 7 - 35,nan,1/,nan,46,4.0,North Carolina Tar Heels,Defense
12/26/2014,"Rutgers @ Detroit, Mich.",L 21 - 40,nan,1/,nan,nan,nan,North Carolina Tar Heels,Offense
12/26/2014,"Rutgers @ Detroit, Mich.",L 21 - 40,nan,1/,nan,13,1.0,North Carolina Tar Heels,Defense
09/03/2016,@ UTEP,L 22 - 38,nan,1/,nan,11,1.0,New Mexico St. Aggies,Offense
09/03/2016,@ UTEP,L 22 - 38,nan,1/,nan,nan,nan,New Mexico St. Aggies,Defense
09/10/2016,New Mexico,W 32 - 31,nan,1/,nan,5,1.0,New Mexico St. Aggies,Offense
09/10/2016,New Mexico,W 32 - 31,nan,1/,nan,29,5.0,New Mexico St. Aggies,Defense
09/17/2016,@ Kentucky,L 42 - 62,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
09/17/2016,@ Kentucky,L 42 - 62,nan,1/,nan,4,1.0,New Mexico St. Aggies,Defense
09/24/2016,@ Troy,L 6 - 52,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
09/24/2016,@ Troy,L 6 - 52,nan,1/,nan,22,3.0,New Mexico St. Aggies,Defense
10/01/2016,Louisiana,W 37 - 31 (1OT),nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
10/01/2016,Louisiana,W 37 - 31 (1OT),nan,1/,nan,43,5.0,New Mexico St. Aggies,Defense
10/15/2016,@ Idaho,L 23 - 55,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
10/15/2016,@ Idaho,L 23 - 55,nan,1/,nan,33,5.0,New Mexico St. Aggies,Defense
10/22/2016,Ga. Southern,L 19 - 22,nan,1/,nan,12,2.0,New Mexico St. Aggies,Offense
10/22/2016,Ga. Southern,L 19 - 22,nan,1/,nan,19,2.0,New Mexico St. Aggies,Defense
10/29/2016,@ Texas A&M,L 10 - 52,nan,1/,nan,8,2.0,New Mexico St. Aggies,Offense
10/29/2016,@ Texas A&M,L 10 - 52,nan,1/,nan,12,3.0,New Mexico St. Aggies,Defense
11/12/2016,@ Arkansas St.,L 22 - 41,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
11/12/2016,@ Arkansas St.,L 22 - 41,nan,1/,nan,35,6.0,New Mexico St. Aggies,Defense
11/19/2016,Texas St.,W 50 - 10,nan,1/,nan,20,3.0,New Mexico St. Aggies,Offense
11/19/2016,Texas St.,W 50 - 10,nan,1/,nan,nan,nan,New Mexico St. Aggies,Defense
11/26/2016,Appalachian St.,L 7 - 37,nan,1/,nan,12,1.0,New Mexico St. Aggies,Offense
11/26/2016,Appalachian St.,L 7 - 37,nan,1/,nan,6,2.0,New Mexico St. Aggies,Defense
12/03/2016,@ South Ala.,L 28 - 35,nan,1/,nan,8,1.0,New Mexico St. Aggies,Offense
12/03/2016,@ South Ala.,L 28 - 35,nan,1/,nan,29,4.0,New Mexico St. Aggies,Defense
08/31/2013,@ Texas,L 7 - 56,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
08/31/2013,@ Texas,L 7 - 56,nan,1/,nan,13,2.0,New Mexico St. Aggies,Defense
09/07/2013,Minnesota,L 21 - 44,nan,1/,nan,10,1.0,New Mexico St. Aggies,Offense
09/07/2013,Minnesota,L 21 - 44,nan,1/,nan,17,2.0,New Mexico St. Aggies,Defense
09/14/2013,UTEP,L 21 - 42,nan,1/,nan,12,3.0,New Mexico St. Aggies,Offense
09/14/2013,UTEP,L 21 - 42,nan,1/,nan,nan,nan,New Mexico St. Aggies,Defense
09/21/2013,@ UCLA,L 13 - 59,nan,1/,nan,1,1.0,New Mexico St. Aggies,Offense
09/21/2013,@ UCLA,L 13 - 59,nan,1/,nan,17,2.0,New Mexico St. Aggies,Defense
09/28/2013,San Diego St.,L 16 - 26,nan,1/,nan,11,2.0,New Mexico St. Aggies,Offense
09/28/2013,San Diego St.,L 16 - 26,nan,1/,nan,21,3.0,New Mexico St. Aggies,Defense
10/05/2013,@ New Mexico,L 17 - 66,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
10/05/2013,@ New Mexico,L 17 - 66,nan,1/,nan,18,3.0,New Mexico St. Aggies,Defense
10/19/2013,Rice,L 19 - 45,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
10/19/2013,Rice,L 19 - 45,nan,1/,nan,19,2.0,New Mexico St. Aggies,Defense
10/26/2013,Abilene Christian,W 34 - 29,nan,1/,nan,4,1.0,New Mexico St. Aggies,Offense
10/26/2013,Abilene Christian,W 34 - 29,nan,1/,nan,2,1.0,New Mexico St. Aggies,Defense
11/02/2013,@ Louisiana,L 35 - 49,nan,1/,nan,14,2.0,New Mexico St. Aggies,Offense
11/02/2013,@ Louisiana,L 35 - 49,nan,1/,nan,8,2.0,New Mexico St. Aggies,Defense
11/09/2013,Boston College,L 34 - 48,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
11/09/2013,Boston College,L 34 - 48,nan,1/,nan,7,1.0,New Mexico St. Aggies,Defense
11/23/2013,@ Fla. Atlantic,L 10 - 55,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
11/23/2013,@ Fla. Atlantic,L 10 - 55,nan,1/,nan,18,3.0,New Mexico St. Aggies,Defense
11/30/2013,Idaho,W 24 - 16,nan,1/,nan,12,1.0,New Mexico St. Aggies,Offense
11/30/2013,Idaho,W 24 - 16,nan,1/,nan,27,4.0,New Mexico St. Aggies,Defense
08/28/2014,Cal Poly,W 28 - 10,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
08/28/2014,Cal Poly,W 28 - 10,nan,1/,nan,nan,nan,New Mexico St. Aggies,Defense
09/06/2014,@ Georgia St.,W 34 - 31,nan,1/,nan,15,2.0,New Mexico St. Aggies,Offense
09/06/2014,@ Georgia St.,W 34 - 31,nan,1/,nan,nan,nan,New Mexico St. Aggies,Defense
09/13/2014,@ UTEP,L 24 - 42,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
09/13/2014,@ UTEP,L 24 - 42,nan,1/,nan,nan,nan,New Mexico St. Aggies,Defense
09/20/2014,New Mexico,L 35 - 38,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
09/20/2014,New Mexico,L 35 - 38,nan,1/,nan,nan,nan,New Mexico St. Aggies,Defense
09/27/2014,@ LSU,L 7 - 63,nan,1/,nan,9,1.0,New Mexico St. Aggies,Offense
09/27/2014,@ LSU,L 7 - 63,nan,1/,nan,nan,nan,New Mexico St. Aggies,Defense
10/04/2014,Ga. Southern,L 28 - 36,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
10/04/2014,Ga. Southern,L 28 - 36,nan,1/,nan,nan,nan,New Mexico St. Aggies,Defense
10/11/2014,@ Troy,L 24 - 41,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
10/11/2014,@ Troy,L 24 - 41,nan,1/,nan,37,4.0,New Mexico St. Aggies,Defense
10/18/2014,@ Idaho,L 17 - 29,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
10/18/2014,@ Idaho,L 17 - 29,nan,1/,nan,10,1.0,New Mexico St. Aggies,Defense
11/01/2014,Texas St.,L 29 - 37,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
11/01/2014,Texas St.,L 29 - 37,nan,1/,nan,nan,nan,New Mexico St. Aggies,Defense
11/08/2014,Louisiana,L 16 - 44,nan,1/,nan,19,2.0,New Mexico St. Aggies,Offense
11/08/2014,Louisiana,L 16 - 44,nan,1/,nan,nan,nan,New Mexico St. Aggies,Defense
11/22/2014,La.-Monroe,L 17 - 30,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
11/22/2014,La.-Monroe,L 17 - 30,nan,1/,nan,15,3.0,New Mexico St. Aggies,Defense
11/29/2014,@ Arkansas St.,L 35 - 68,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
11/29/2014,@ Arkansas St.,L 35 - 68,nan,1/,nan,4,2.0,New Mexico St. Aggies,Defense
09/05/2015,@ Florida,L 13 - 61,nan,1/,nan,1,1.0,New Mexico St. Aggies,Offense
09/05/2015,@ Florida,L 13 - 61,nan,1/,nan,14,2.0,New Mexico St. Aggies,Defense
09/12/2015,Georgia St.,L 32 - 34,nan,1/,nan,5,1.0,New Mexico St. Aggies,Offense
09/12/2015,Georgia St.,L 32 - 34,nan,1/,nan,16,2.0,New Mexico St. Aggies,Defense
09/19/2015,UTEP,L 47 - 50 (1OT),nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
09/19/2015,UTEP,L 47 - 50 (1OT),nan,1/,nan,11,2.0,New Mexico St. Aggies,Defense
10/03/2015,@ New Mexico,L 29 - 38,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
10/03/2015,@ New Mexico,L 29 - 38,nan,1/,nan,38,7.0/,New Mexico St. Aggies,Defense
10/10/2015,@ Ole Miss,L 3 - 52,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
10/10/2015,@ Ole Miss,L 3 - 52,nan,1/,nan,26,4.0,New Mexico St. Aggies,Defense
10/17/2015,@ Ga. Southern,L 26 - 56,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
10/17/2015,@ Ga. Southern,L 26 - 56,nan,1/,nan,9,2.0,New Mexico St. Aggies,Defense
10/24/2015,Troy,L 7 - 52,nan,1/,nan,nan,nan,New Mexico St. Aggies,Offense
10/24/2015,Troy,L 7 - 52,nan,1/,nan,11,2.0,New Mexico St. Aggies,Defense
10/31/2015,Idaho,W 55 - 48 (1OT),nan,1/,nan,11,3.0,New Mexico St. Aggies,Offense
10/31/2015,Idaho,W 55 - 48 (1OT),nan,1/,nan,8,1.0,New Mexico St. Aggies,Defense
11/07/2015,@ Texas St.,W 31 - 21,nan,1/,nan,8,1.0,New Mexico St. Aggies,Offense
11/07/2015,@ Texas St.,W 31 - 21,nan,1/,nan,13,2.0,New Mexico St. Aggies,Defense
11/21/2015,@ Louisiana,W 37 - 34,nan,1/,nan,13,2.0,New Mexico St. Aggies,Offense
11/21/2015,@ Louisiana,W 37 - 34,nan,1/,nan,5,1.0,New Mexico St. Aggies,Defense
11/28/2015,Arkansas St.,L 28 - 52,nan,1/,nan,8,2.0,New Mexico St. Aggies,Offense
11/28/2015,Arkansas St.,L 28 - 52,nan,1/,nan,14,3.0,New Mexico St. Aggies,Defense
12/05/2015,@ La.-Monroe,L 35 - 42,nan,1/,nan,25,5.0,New Mexico St. Aggies,Offense
12/05/2015,@ La.-Monroe,L 35 - 42,nan,1/,nan,51/,8.0/,New Mexico St. Aggies,Defense
08/30/2014,UTEP,L 24 - 31,nan,1/,nan,nan,nan,New Mexico Lobos,Offense
08/30/2014,UTEP,L 24 - 31,nan,1/,nan,15,2.0,New Mexico Lobos,Defense
09/06/2014,Arizona St.,L 23 - 58,nan,1/,nan,1,1.0,New Mexico Lobos,Offense
09/06/2014,Arizona St.,L 23 - 58,nan,1/,nan,9,1.0,New Mexico Lobos,Defense
09/20/2014,@ New Mexico St.,W 38 - 35,nan,1/,nan,nan,nan,New Mexico Lobos,Offense
09/20/2014,@ New Mexico St.,W 38 - 35,nan,1/,nan,nan,nan,New Mexico Lobos,Defense
09/26/2014,Fresno St.,L 24 - 35,nan,1/,nan,24,3.0,New Mexico Lobos,Offense
09/26/2014,Fresno St.,L 24 - 35,nan,1/,nan,14,2.0,New Mexico Lobos,Defense
10/04/2014,@ UTSA,W 21 - 9,nan,1/,nan,37,5.0,New Mexico Lobos,Offense
10/04/2014,@ UTSA,W 21 - 9,nan,1/,nan,6,1.0,New Mexico Lobos,Defense
10/10/2014,San Diego St.,L 14 - 24,nan,1/,nan,8,1.0,New Mexico Lobos,Offense
10/10/2014,San Diego St.,L 14 - 24,nan,1/,nan,5,1.0,New Mexico Lobos,Defense
10/18/2014,@ Air Force,L 31 - 35,nan,1/,nan,23,2.0,New Mexico Lobos,Offense
10/18/2014,@ Air Force,L 31 - 35,nan,1/,nan,3,1.0,New Mexico Lobos,Defense
11/01/2014,@ UNLV,W 31 - 28,nan,1/,nan,7,1.0,New Mexico Lobos,Offense
11/01/2014,@ UNLV,W 31 - 28,nan,1/,nan,9,1.0,New Mexico Lobos,Defense
11/08/2014,Boise St.,L 49 - 60,nan,1/,nan,9,1.0,New Mexico Lobos,Offense
11/08/2014,Boise St.,L 49 - 60,nan,1/,nan,nan,nan,New Mexico Lobos,Defense
11/15/2014,@ Utah St.,L 21 - 28,nan,1/,nan,15,3.0,New Mexico Lobos,Offense
11/15/2014,@ Utah St.,L 21 - 28,nan,1/,nan,6,1.0,New Mexico Lobos,Defense
11/22/2014,@ Colorado St.,L 20 - 58,nan,1/,nan,16,1.0,New Mexico Lobos,Offense
11/22/2014,@ Colorado St.,L 20 - 58,nan,1/,nan,6,1.0,New Mexico Lobos,Defense
11/29/2014,Wyoming,W 36 - 30,nan,1/,nan,31,6.0,New Mexico Lobos,Offense
11/29/2014,Wyoming,W 36 - 30,nan,1/,nan,nan,nan,New Mexico Lobos,Defense
09/01/2016,South Dakota,W 48 - 21,nan,1/,nan,21,3.0,New Mexico Lobos,Offense
09/01/2016,South Dakota,W 48 - 21,nan,1/,nan,9,2.0,New Mexico Lobos,Defense
09/10/2016,@ New Mexico St.,L 31 - 32,nan,1/,nan,29,5.0,New Mexico Lobos,Offense
09/10/2016,@ New Mexico St.,L 31 - 32,nan,1/,nan,5,1.0,New Mexico Lobos,Defense
09/17/2016,@ Rutgers,L 28 - 37,nan,1/,nan,nan,nan,New Mexico Lobos,Offense
09/17/2016,@ Rutgers,L 28 - 37,nan,1/,nan,16,3.0,New Mexico Lobos,Defense
10/01/2016,San Jose St.,W 48 - 41,nan,1/,nan,15,3.0,New Mexico Lobos,Offense
10/01/2016,San Jose St.,W 48 - 41,nan,1/,nan,3,1.0,New Mexico Lobos,Defense
10/07/2016,Boise St.,L 21 - 49,nan,1/,nan,nan,nan,New Mexico Lobos,Offense
10/07/2016,Boise St.,L 21 - 49,nan,1/,nan,19,3.0,New Mexico Lobos,Defense
10/15/2016,"Air Force @ Dallas, Texas",W 45 - 40,nan,1/,nan,20,3.0,New Mexico Lobos,Offense
10/15/2016,"Air Force @ Dallas, Texas",W 45 - 40,nan,1/,nan,nan,nan,New Mexico Lobos,Defense
10/22/2016,La.-Monroe,W 59 - 17,nan,1/,nan,21,5.0,New Mexico Lobos,Offense
10/22/2016,La.-Monroe,W 59 - 17,nan,1/,nan,nan,nan,New Mexico Lobos,Defense
10/29/2016,@ Hawaii,W 28 - 21,nan,1/,nan,10,2.0,New Mexico Lobos,Offense
10/29/2016,@ Hawaii,W 28 - 21,nan,1/,nan,nan,nan,New Mexico Lobos,Defense
11/05/2016,Nevada,W 35 - 26,nan,1/,nan,10,1.0,New Mexico Lobos,Offense
11/05/2016,Nevada,W 35 - 26,nan,1/,nan,nan,nan,New Mexico Lobos,Defense
11/12/2016,@ Utah St.,W 24 - 21,nan,1/,nan,5,1.0,New Mexico Lobos,Offense
11/12/2016,@ Utah St.,W 24 - 21,nan,1/,nan,nan,nan,New Mexico Lobos,Defense
11/19/2016,@ Colorado St.,L 31 - 49,nan,1/,nan,6,1.0,New Mexico Lobos,Offense
11/19/2016,@ Colorado St.,L 31 - 49,nan,1/,nan,9,1.0,New Mexico Lobos,Defense
11/26/2016,Wyoming,W 56 - 35,nan,1/,nan,32,3.0,New Mexico Lobos,Offense
11/26/2016,Wyoming,W 56 - 35,nan,1/,nan,nan,nan,New Mexico Lobos,Defense
12/17/2016,"UTSA @ Albuquerque, N.M.",W 23 - 20,nan,1/,nan,nan,nan,New Mexico Lobos,Offense
12/17/2016,"UTSA @ Albuquerque, N.M.",W 23 - 20,nan,1/,nan,10,1.0,New Mexico Lobos,Defense
08/31/2013,UTSA,L 13 - 21,nan,1/,nan,17,3.0,New Mexico Lobos,Offense
08/31/2013,UTSA,L 13 - 21,nan,1/,nan,11,2.0,New Mexico Lobos,Defense
09/07/2013,@ UTEP,W 42 - 35 (1OT),nan,1/,nan,5,1.0,New Mexico Lobos,Offense
09/07/2013,@ UTEP,W 42 - 35 (1OT),nan,1/,nan,13,1.0,New Mexico Lobos,Defense
09/14/2013,@ Pittsburgh,L 27 - 49,nan,1/,nan,3,1.0,New Mexico Lobos,Offense
09/14/2013,@ Pittsburgh,L 27 - 49,nan,1/,nan,19,3.0,New Mexico Lobos,Defense
09/28/2013,UNLV,L 42 - 56,nan,1/,nan,12,1.0,New Mexico Lobos,Offense
09/28/2013,UNLV,L 42 - 56,nan,1/,nan,15,2.0,New Mexico Lobos,Defense
10/05/2013,New Mexico St.,W 66 - 17,nan,1/,nan,18,3.0,New Mexico Lobos,Offense
10/05/2013,New Mexico St.,W 66 - 17,nan,1/,nan,nan,nan,New Mexico Lobos,Defense
10/12/2013,@ Wyoming,L 31 - 38,nan,1/,nan,1,1.0,New Mexico Lobos,Offense
10/12/2013,@ Wyoming,L 31 - 38,nan,1/,nan,6,1.0,New Mexico Lobos,Defense
10/19/2013,Utah St.,L 10 - 45,nan,1/,nan,nan,nan,New Mexico Lobos,Offense
10/19/2013,Utah St.,L 10 - 45,nan,1/,nan,21,6.0,New Mexico Lobos,Defense
11/02/2013,@ San Diego St.,L 30 - 35,nan,1/,nan,16,2.0,New Mexico Lobos,Offense
11/02/2013,@ San Diego St.,L 30 - 35,nan,1/,nan,3,1.0,New Mexico Lobos,Defense
11/08/2013,Air Force,W 45 - 37,nan,1/,nan,13,1.0,New Mexico Lobos,Offense
11/08/2013,Air Force,W 45 - 37,nan,1/,nan,16,2.0,New Mexico Lobos,Defense
11/16/2013,Colorado St.,L 42 - 66,nan,1/,nan,10,2.0,New Mexico Lobos,Offense
11/16/2013,Colorado St.,L 42 - 66,nan,1/,nan,4,1.0,New Mexico Lobos,Defense
11/23/2013,@ Fresno St.,L 28 - 69,nan,1/,nan,nan,nan,New Mexico Lobos,Offense
11/23/2013,@ Fresno St.,L 28 - 69,nan,1/,nan,25,3.0,New Mexico Lobos,Defense
11/30/2013,@ Boise St.,L 17 - 45,nan,1/,nan,16,1.0,New Mexico Lobos,Offense
11/30/2013,@ Boise St.,L 17 - 45,nan,1/,nan,13,2.0,New Mexico Lobos,Defense
08/30/2014,"Navy @ Baltimore, Md.",W 34 - 17,nan,1/,nan,16,2.0,Ohio St. Buckeyes,Offense
08/30/2014,"Navy @ Baltimore, Md.",W 34 - 17,nan,1/,nan,9,1.0,Ohio St. Buckeyes,Defense
09/06/2014,Virginia Tech,L 21 - 35,nan,1/,nan,24,2.0,Ohio St. Buckeyes,Offense
09/06/2014,Virginia Tech,L 21 - 35,nan,1/,nan,54,7.0,Ohio St. Buckeyes,Defense
09/13/2014,Kent St.,W 66 - 0,nan,1/,nan,23,4.0,Ohio St. Buckeyes,Offense
09/13/2014,Kent St.,W 66 - 0,nan,1/,nan,nan,nan,Ohio St. Buckeyes,Defense
09/27/2014,Cincinnati,W 50 - 28,nan,1/,nan,8,1.0,Ohio St. Buckeyes,Offense
09/27/2014,Cincinnati,W 50 - 28,nan,1/,nan,4,1.0,Ohio St. Buckeyes,Defense
10/04/2014,@ Maryland,W 52 - 24,nan,1/,nan,17,3.0,Ohio St. Buckeyes,Offense
10/04/2014,@ Maryland,W 52 - 24,nan,1/,nan,28,4.0,Ohio St. Buckeyes,Defense
10/18/2014,Rutgers,W 56 - 17,nan,1/,nan,31,4.0,Ohio St. Buckeyes,Offense
10/18/2014,Rutgers,W 56 - 17,nan,1/,nan,nan,nan,Ohio St. Buckeyes,Defense
10/25/2014,@ Penn St.,W 31 - 24 (2OT),nan,1/,nan,35,5.0,Ohio St. Buckeyes,Offense
10/25/2014,@ Penn St.,W 31 - 24 (2OT),nan,1/,nan,19,3.0,Ohio St. Buckeyes,Defense
11/01/2014,Illinois,W 55 - 14,nan,1/,nan,19,3.0,Ohio St. Buckeyes,Offense
11/01/2014,Illinois,W 55 - 14,nan,1/,nan,2,1.0,Ohio St. Buckeyes,Defense
11/08/2014,@ Michigan St.,W 49 - 37,nan,1/,nan,6,1.0,Ohio St. Buckeyes,Offense
11/08/2014,@ Michigan St.,W 49 - 37,nan,1/,nan,22,2.0,Ohio St. Buckeyes,Defense
11/15/2014,@ Minnesota,W 31 - 24,nan,1/,nan,26,4.0,Ohio St. Buckeyes,Offense
11/15/2014,@ Minnesota,W 31 - 24,nan,1/,nan,4,1.0,Ohio St. Buckeyes,Defense
11/22/2014,Indiana,W 42 - 27,nan,1/,nan,14,3.0,Ohio St. Buckeyes,Offense
11/22/2014,Indiana,W 42 - 27,nan,1/,nan,14,3.0,Ohio St. Buckeyes,Defense
11/29/2014,Michigan,W 42 - 28,nan,1/,nan,41,5.0,Ohio St. Buckeyes,Offense
11/29/2014,Michigan,W 42 - 28,nan,1/,nan,nan,nan,Ohio St. Buckeyes,Defense
12/06/2014,"Wisconsin @ Indianapolis, Ind.",W 59 - 0,nan,1/,nan,24,3.0,Ohio St. Buckeyes,Offense
12/06/2014,"Wisconsin @ Indianapolis, Ind.",W 59 - 0,nan,1/,nan,9,1.0,Ohio St. Buckeyes,Defense
01/01/2015,@ Alabama,W 42 - 35,nan,1/,nan,17,3.0,Ohio St. Buckeyes,Offense
01/01/2015,@ Alabama,W 42 - 35,nan,1/,nan,21,3.0,Ohio St. Buckeyes,Defense
01/12/2015,"Oregon @ Arlington, Texas",W 42 - 20,nan,1/,nan,6,2.0,Ohio St. Buckeyes,Offense
01/12/2015,"Oregon @ Arlington, Texas",W 42 - 20,nan,1/,nan,17,1.0,Ohio St. Buckeyes,Defense
08/31/2013,Buffalo,W 40 - 20,nan,1/,nan,7,1.0,Ohio St. Buckeyes,Offense
08/31/2013,Buffalo,W 40 - 20,nan,1/,nan,18,4.0,Ohio St. Buckeyes,Defense
09/07/2013,San Diego St.,W 42 - 7,nan,1/,nan,27,3.0,Ohio St. Buckeyes,Offense
09/07/2013,San Diego St.,W 42 - 7,nan,1/,nan,4,1.0,Ohio St. Buckeyes,Defense
09/14/2013,@ California,W 52 - 34,nan,1/,nan,21,3.0,Ohio St. Buckeyes,Offense
09/14/2013,@ California,W 52 - 34,nan,1/,nan,nan,nan,Ohio St. Buckeyes,Defense
09/21/2013,Florida A&M,W 76 - 0,nan,1/,nan,12,2.0,Ohio St. Buckeyes,Offense
09/21/2013,Florida A&M,W 76 - 0,nan,1/,nan,nan,nan,Ohio St. Buckeyes,Defense
09/28/2013,Wisconsin,W 31 - 24,nan,1/,nan,14,2.0,Ohio St. Buckeyes,Offense
09/28/2013,Wisconsin,W 31 - 24,nan,1/,nan,8,2.0,Ohio St. Buckeyes,Defense
10/05/2013,@ Northwestern,W 40 - 30,nan,1/,nan,26,5.0,Ohio St. Buckeyes,Offense
