Date,Opponent,Result,G,FumblesRecovered,Int,Blkd,Team,OffenseDefense
09/14/2013,Western Ill.,W 29 - 12,1/,nan,nan,1,Minnesota Golden Gophers,Offense
09/14/2013,Western Ill.,W 29 - 12,1/,1,nan,nan,Minnesota Golden Gophers,Defense
09/21/2013,San Jose St.,W 43 - 24,1/,1,2,nan,Minnesota Golden Gophers,Offense
09/21/2013,San Jose St.,W 43 - 24,1/,nan,nan,1,Minnesota Golden Gophers,Defense
09/28/2013,Iowa,L 7 - 23,1/,nan,1,nan,Minnesota Golden Gophers,Offense
09/28/2013,Iowa,L 7 - 23,1/,nan,2,nan,Minnesota Golden Gophers,Defense
10/05/2013,@ Michigan,L 13 - 42,1/,nan,nan,nan,Minnesota Golden Gophers,Offense
10/05/2013,@ Michigan,L 13 - 42,1/,1,1,nan,Minnesota Golden Gophers,Defense
10/19/2013,@ Northwestern,W 20 - 17,1/,1,2,nan,Minnesota Golden Gophers,Offense
10/19/2013,@ Northwestern,W 20 - 17,1/,nan,nan,nan,Minnesota Golden Gophers,Defense
10/26/2013,Nebraska,W 34 - 23,1/,1,1,nan,Minnesota Golden Gophers,Offense
10/26/2013,Nebraska,W 34 - 23,1/,nan,nan,nan,Minnesota Golden Gophers,Defense
11/02/2013,@ Indiana,W 42 - 39,1/,1,nan,nan,Minnesota Golden Gophers,Offense
11/02/2013,@ Indiana,W 42 - 39,1/,1,nan,nan,Minnesota Golden Gophers,Defense
11/09/2013,Penn St.,W 24 - 10,1/,2,nan,nan,Minnesota Golden Gophers,Offense
11/09/2013,Penn St.,W 24 - 10,1/,1,nan,nan,Minnesota Golden Gophers,Defense
11/23/2013,Wisconsin,L 7 - 20,1/,nan,1,nan,Minnesota Golden Gophers,Offense
11/23/2013,Wisconsin,L 7 - 20,1/,3,nan,nan,Minnesota Golden Gophers,Defense
11/30/2013,@ Michigan St.,L 3 - 14,1/,1,1,nan,Minnesota Golden Gophers,Offense
11/30/2013,@ Michigan St.,L 3 - 14,1/,1,2,nan,Minnesota Golden Gophers,Defense
12/27/2013,"Syracuse @ Houston, Texas",L 17 - 21,1/,1,nan,nan,Minnesota Golden Gophers,Offense
12/27/2013,"Syracuse @ Houston, Texas",L 17 - 21,1/,1,nan,nan,Minnesota Golden Gophers,Defense
09/03/2015,TCU,L 17 - 23,1/,1,1,nan,Minnesota Golden Gophers,Offense
09/03/2015,TCU,L 17 - 23,1/,2,nan,nan,Minnesota Golden Gophers,Defense
09/12/2015,@ Colorado St.,W 23 - 20 (1OT),1/,2,2,nan,Minnesota Golden Gophers,Offense
09/12/2015,@ Colorado St.,W 23 - 20 (1OT),1/,2,nan,nan,Minnesota Golden Gophers,Defense
09/19/2015,Kent St.,W 10 - 7,1/,nan,nan,nan,Minnesota Golden Gophers,Offense
09/19/2015,Kent St.,W 10 - 7,1/,1,2,nan,Minnesota Golden Gophers,Defense
09/26/2015,Ohio,W 27 - 24,1/,nan,nan,nan,Minnesota Golden Gophers,Offense
09/26/2015,Ohio,W 27 - 24,1/,1,nan,nan,Minnesota Golden Gophers,Defense
10/03/2015,@ Northwestern,L 0 - 27,1/,nan,nan,nan,Minnesota Golden Gophers,Offense
10/03/2015,@ Northwestern,L 0 - 27,1/,1,1,nan,Minnesota Golden Gophers,Defense
10/10/2015,@ Purdue,W 41 - 13,1/,1,3,nan,Minnesota Golden Gophers,Offense
10/10/2015,@ Purdue,W 41 - 13,1/,nan,1,nan,Minnesota Golden Gophers,Defense
10/17/2015,Nebraska,L 25 - 48,1/,nan,nan,nan,Minnesota Golden Gophers,Offense
10/17/2015,Nebraska,L 25 - 48,1/,1,2,nan,Minnesota Golden Gophers,Defense
10/31/2015,Michigan,L 26 - 29,1/,1,1,nan,Minnesota Golden Gophers,Offense
10/31/2015,Michigan,L 26 - 29,1/,nan,nan,nan,Minnesota Golden Gophers,Defense
11/07/2015,@ Ohio St.,L 14 - 28,1/,1,nan,nan,Minnesota Golden Gophers,Offense
11/07/2015,@ Ohio St.,L 14 - 28,1/,nan,1,nan,Minnesota Golden Gophers,Defense
11/14/2015,@ Iowa,L 35 - 40,1/,nan,nan,nan,Minnesota Golden Gophers,Offense
11/14/2015,@ Iowa,L 35 - 40,1/,nan,nan,nan,Minnesota Golden Gophers,Defense
11/21/2015,Illinois,W 32 - 23,1/,2,1,nan,Minnesota Golden Gophers,Offense
11/21/2015,Illinois,W 32 - 23,1/,1,nan,nan,Minnesota Golden Gophers,Defense
11/28/2015,Wisconsin,L 21 - 31,1/,nan,1,nan,Minnesota Golden Gophers,Offense
11/28/2015,Wisconsin,L 21 - 31,1/,2,3,nan,Minnesota Golden Gophers,Defense
12/28/2015,"Central Mich. @ Detroit, MI",W 21 - 14,1/,nan,1,nan,Minnesota Golden Gophers,Offense
12/28/2015,"Central Mich. @ Detroit, MI",W 21 - 14,1/,nan,1,nan,Minnesota Golden Gophers,Defense
09/01/2016,Oregon St.,W 30 - 23,1/,2,nan,nan,Minnesota Golden Gophers,Offense
09/01/2016,Oregon St.,W 30 - 23,1/,1,nan,nan,Minnesota Golden Gophers,Defense
09/10/2016,Indiana St.,W 58 - 28,1/,1,nan,nan,Minnesota Golden Gophers,Offense
09/10/2016,Indiana St.,W 58 - 28,1/,nan,nan,nan,Minnesota Golden Gophers,Defense
09/24/2016,Colorado St.,W 31 - 24,1/,1,1,nan,Minnesota Golden Gophers,Offense
09/24/2016,Colorado St.,W 31 - 24,1/,nan,1,nan,Minnesota Golden Gophers,Defense
10/01/2016,@ Penn St.,L 26 - 29 (1OT),1/,nan,nan,nan,Minnesota Golden Gophers,Offense
10/01/2016,@ Penn St.,L 26 - 29 (1OT),1/,nan,1,nan,Minnesota Golden Gophers,Defense
10/08/2016,Iowa,L 7 - 14,1/,1,2,nan,Minnesota Golden Gophers,Offense
10/08/2016,Iowa,L 7 - 14,1/,1,2,nan,Minnesota Golden Gophers,Defense
10/15/2016,@ Maryland,W 31 - 10,1/,2,2,nan,Minnesota Golden Gophers,Offense
10/15/2016,@ Maryland,W 31 - 10,1/,nan,nan,nan,Minnesota Golden Gophers,Defense
10/22/2016,Rutgers,W 34 - 32,1/,1,2,nan,Minnesota Golden Gophers,Offense
10/22/2016,Rutgers,W 34 - 32,1/,1,1,nan,Minnesota Golden Gophers,Defense
10/29/2016,@ Illinois,W 40 - 17,1/,3,nan,nan,Minnesota Golden Gophers,Offense
10/29/2016,@ Illinois,W 40 - 17,1/,nan,nan,nan,Minnesota Golden Gophers,Defense
11/05/2016,Purdue,W 44 - 31,1/,2,1,nan,Minnesota Golden Gophers,Offense
11/05/2016,Purdue,W 44 - 31,1/,nan,1,nan,Minnesota Golden Gophers,Defense
11/12/2016,@ Nebraska,L 17 - 24,1/,nan,nan,nan,Minnesota Golden Gophers,Offense
11/12/2016,@ Nebraska,L 17 - 24,1/,nan,1,nan,Minnesota Golden Gophers,Defense
11/19/2016,Northwestern,W 29 - 12,1/,2,nan,nan,Minnesota Golden Gophers,Offense
11/19/2016,Northwestern,W 29 - 12,1/,1,1,nan,Minnesota Golden Gophers,Defense
11/26/2016,@ Wisconsin,L 17 - 31,1/,1,nan,nan,Minnesota Golden Gophers,Offense
11/26/2016,@ Wisconsin,L 17 - 31,1/,nan,4,nan,Minnesota Golden Gophers,Defense
12/27/2016,"Washington St. @ San Diego, Calif.",W 17 - 12,1/,nan,1,nan,Minnesota Golden Gophers,Offense
12/27/2016,"Washington St. @ San Diego, Calif.",W 17 - 12,1/,1,nan,nan,Minnesota Golden Gophers,Defense
09/03/2016,Alabama A&M,W 55 - 0,1/,nan,1,nan,Middle Tenn. Blue Raiders,Offense
09/03/2016,Alabama A&M,W 55 - 0,1/,nan,2,nan,Middle Tenn. Blue Raiders,Defense
09/10/2016,@ Vanderbilt,L 24 - 47,1/,1,nan,1,Middle Tenn. Blue Raiders,Offense
09/10/2016,@ Vanderbilt,L 24 - 47,1/,1,1,nan,Middle Tenn. Blue Raiders,Defense
09/17/2016,@ Bowling Green,W 41 - 21,1/,2,2,nan,Middle Tenn. Blue Raiders,Offense
09/17/2016,@ Bowling Green,W 41 - 21,1/,1,1,nan,Middle Tenn. Blue Raiders,Defense
09/24/2016,Louisiana Tech,W 38 - 34,1/,1,nan,nan,Middle Tenn. Blue Raiders,Offense
09/24/2016,Louisiana Tech,W 38 - 34,1/,nan,nan,nan,Middle Tenn. Blue Raiders,Defense
10/01/2016,@ North Texas,W 30 - 13,1/,nan,nan,nan,Middle Tenn. Blue Raiders,Offense
10/01/2016,@ North Texas,W 30 - 13,1/,nan,1,nan,Middle Tenn. Blue Raiders,Defense
10/15/2016,Western Ky.,L 43 - 44 (2OT),1/,nan,1,nan,Middle Tenn. Blue Raiders,Offense
10/15/2016,Western Ky.,L 43 - 44 (2OT),1/,nan,1,1,Middle Tenn. Blue Raiders,Defense
10/22/2016,@ Missouri,W 51 - 45,1/,2,nan,nan,Middle Tenn. Blue Raiders,Offense
10/22/2016,@ Missouri,W 51 - 45,1/,nan,nan,nan,Middle Tenn. Blue Raiders,Defense
10/29/2016,@ FIU,W 42 - 35,1/,2,1,nan,Middle Tenn. Blue Raiders,Offense
10/29/2016,@ FIU,W 42 - 35,1/,nan,nan,nan,Middle Tenn. Blue Raiders,Defense
11/05/2016,UTSA,L 25 - 45,1/,nan,2,nan,Middle Tenn. Blue Raiders,Offense
11/05/2016,UTSA,L 25 - 45,1/,1,3,nan,Middle Tenn. Blue Raiders,Defense
11/12/2016,@ Marshall,L 17 - 42,1/,nan,nan,nan,Middle Tenn. Blue Raiders,Offense
11/12/2016,@ Marshall,L 17 - 42,1/,2,2,nan,Middle Tenn. Blue Raiders,Defense
11/19/2016,@ Charlotte,W 38 - 31,1/,nan,nan,1,Middle Tenn. Blue Raiders,Offense
11/19/2016,@ Charlotte,W 38 - 31,1/,nan,2,nan,Middle Tenn. Blue Raiders,Defense
11/26/2016,Fla. Atlantic,W 77 - 56,1/,nan,4/,nan,Middle Tenn. Blue Raiders,Offense
11/26/2016,Fla. Atlantic,W 77 - 56,1/,nan,nan,nan,Middle Tenn. Blue Raiders,Defense
12/24/2016,@ Hawaii,L 35 - 52,1/,nan,nan,nan,Middle Tenn. Blue Raiders,Offense
12/24/2016,@ Hawaii,L 35 - 52,1/,1,2,nan,Middle Tenn. Blue Raiders,Defense
08/30/2014,Savannah St.,W 61 - 7,1/,2,1,1,Middle Tenn. Blue Raiders,Offense
08/30/2014,Savannah St.,W 61 - 7,1/,2,1,nan,Middle Tenn. Blue Raiders,Defense
09/06/2014,@ Minnesota,L 24 - 35,1/,nan,1,1,Middle Tenn. Blue Raiders,Offense
09/06/2014,@ Minnesota,L 24 - 35,1/,nan,3,nan,Middle Tenn. Blue Raiders,Defense
09/13/2014,Western Ky.,W 50 - 47 (3OT),1/,nan,1,1,Middle Tenn. Blue Raiders,Offense
09/13/2014,Western Ky.,W 50 - 47 (3OT),1/,nan,nan,nan,Middle Tenn. Blue Raiders,Defense
09/20/2014,@ Memphis,L 17 - 36,1/,nan,1,nan,Middle Tenn. Blue Raiders,Offense
09/20/2014,@ Memphis,L 17 - 36,1/,2,1,nan,Middle Tenn. Blue Raiders,Defense
09/26/2014,@ Old Dominion,W 41 - 28,1/,1,3,nan,Middle Tenn. Blue Raiders,Offense
09/26/2014,@ Old Dominion,W 41 - 28,1/,2,nan,nan,Middle Tenn. Blue Raiders,Defense
10/04/2014,Southern Miss.,W 37 - 31,1/,1,1,1,Middle Tenn. Blue Raiders,Offense
10/04/2014,Southern Miss.,W 37 - 31,1/,1,nan,nan,Middle Tenn. Blue Raiders,Defense
10/11/2014,@ Marshall,L 24 - 49,1/,1,1,nan,Middle Tenn. Blue Raiders,Offense
10/11/2014,@ Marshall,L 24 - 49,1/,1,1,nan,Middle Tenn. Blue Raiders,Defense
10/18/2014,UAB,W 34 - 22,1/,1,2,nan,Middle Tenn. Blue Raiders,Offense
10/18/2014,UAB,W 34 - 22,1/,nan,nan,nan,Middle Tenn. Blue Raiders,Defense
11/01/2014,BYU,L 7 - 27,1/,nan,nan,nan,Middle Tenn. Blue Raiders,Offense
11/01/2014,BYU,L 7 - 27,1/,nan,2,nan,Middle Tenn. Blue Raiders,Defense
11/15/2014,@ FIU,L 28 - 38,1/,1,nan,nan,Middle Tenn. Blue Raiders,Offense
11/15/2014,@ FIU,L 28 - 38,1/,2,3,nan,Middle Tenn. Blue Raiders,Defense
11/22/2014,Fla. Atlantic,W 35 - 34,1/,nan,2,nan,Middle Tenn. Blue Raiders,Offense
11/22/2014,Fla. Atlantic,W 35 - 34,1/,1,1,nan,Middle Tenn. Blue Raiders,Defense
11/29/2014,@ UTEP,L 21 - 24,1/,nan,nan,1,Middle Tenn. Blue Raiders,Offense
11/29/2014,@ UTEP,L 21 - 24,1/,nan,1,nan,Middle Tenn. Blue Raiders,Defense
08/29/2013,Western Caro.,W 45 - 24,1/,nan,2,nan,Middle Tenn. Blue Raiders,Offense
08/29/2013,Western Caro.,W 45 - 24,1/,2,nan,nan,Middle Tenn. Blue Raiders,Defense
09/07/2013,@ North Carolina,L 20 - 40,1/,1,1,nan,Middle Tenn. Blue Raiders,Offense
09/07/2013,@ North Carolina,L 20 - 40,1/,nan,3,nan,Middle Tenn. Blue Raiders,Defense
09/14/2013,Memphis,W 17 - 15,1/,nan,2,nan,Middle Tenn. Blue Raiders,Offense
09/14/2013,Memphis,W 17 - 15,1/,nan,1,nan,Middle Tenn. Blue Raiders,Defense
09/21/2013,@ Fla. Atlantic,W 42 - 35 (1OT),1/,3,2,1,Middle Tenn. Blue Raiders,Offense
09/21/2013,@ Fla. Atlantic,W 42 - 35 (1OT),1/,nan,2,nan,Middle Tenn. Blue Raiders,Defense
09/27/2013,@ BYU,L 10 - 37,1/,4/,1,nan,Middle Tenn. Blue Raiders,Offense
09/27/2013,@ BYU,L 10 - 37,1/,nan,1,nan,Middle Tenn. Blue Raiders,Defense
10/05/2013,East Carolina,L 17 - 24,1/,1,nan,nan,Middle Tenn. Blue Raiders,Offense
10/05/2013,East Carolina,L 17 - 24,1/,nan,2,nan,Middle Tenn. Blue Raiders,Defense
10/12/2013,@ North Texas,L 7 - 34,1/,1,2,nan,Middle Tenn. Blue Raiders,Offense
10/12/2013,@ North Texas,L 7 - 34,1/,2,1,1,Middle Tenn. Blue Raiders,Defense
10/24/2013,Marshall,W 51 - 49,1/,1,1,1,Middle Tenn. Blue Raiders,Offense
10/24/2013,Marshall,W 51 - 49,1/,1,1,nan,Middle Tenn. Blue Raiders,Defense
11/02/2013,@ UAB,W 24 - 21,1/,1,1,nan,Middle Tenn. Blue Raiders,Offense
11/02/2013,@ UAB,W 24 - 21,1/,nan,1,nan,Middle Tenn. Blue Raiders,Defense
11/09/2013,FIU,W 48 - 0,1/,3,1,nan,Middle Tenn. Blue Raiders,Offense
11/09/2013,FIU,W 48 - 0,1/,1,nan,nan,Middle Tenn. Blue Raiders,Defense
11/23/2013,@ Southern Miss.,W 42 - 21,1/,nan,2,nan,Middle Tenn. Blue Raiders,Offense
11/23/2013,@ Southern Miss.,W 42 - 21,1/,nan,nan,nan,Middle Tenn. Blue Raiders,Defense
11/30/2013,UTEP,W 48 - 17,1/,1,nan,nan,Middle Tenn. Blue Raiders,Offense
11/30/2013,UTEP,W 48 - 17,1/,nan,1,nan,Middle Tenn. Blue Raiders,Defense
12/30/2013,"Navy @ Fort Worth, Texas",L 6 - 24,1/,2,nan,nan,Middle Tenn. Blue Raiders,Offense
12/30/2013,"Navy @ Fort Worth, Texas",L 6 - 24,1/,nan,2,nan,Middle Tenn. Blue Raiders,Defense
09/05/2015,Jackson St.,W 70 - 14,1/,nan,1,1,Middle Tenn. Blue Raiders,Offense
09/05/2015,Jackson St.,W 70 - 14,1/,1,1,nan,Middle Tenn. Blue Raiders,Defense
09/12/2015,@ Alabama,L 10 - 37,1/,nan,2,nan,Middle Tenn. Blue Raiders,Offense
09/12/2015,@ Alabama,L 10 - 37,1/,3/,1,1,Middle Tenn. Blue Raiders,Defense
09/19/2015,Charlotte,W 73 - 14,1/,3,4,nan,Middle Tenn. Blue Raiders,Offense
09/19/2015,Charlotte,W 73 - 14,1/,2,nan,nan,Middle Tenn. Blue Raiders,Defense
09/26/2015,@ Illinois,L 25 - 27,1/,nan,nan,nan,Middle Tenn. Blue Raiders,Offense
09/26/2015,@ Illinois,L 25 - 27,1/,1,nan,1,Middle Tenn. Blue Raiders,Defense
10/03/2015,Vanderbilt,L 13 - 17,1/,1,2,nan,Middle Tenn. Blue Raiders,Offense
10/03/2015,Vanderbilt,L 13 - 17,1/,2,nan,nan,Middle Tenn. Blue Raiders,Defense
10/10/2015,@ Western Ky.,L 28 - 58,1/,1,1,nan,Middle Tenn. Blue Raiders,Offense
10/10/2015,@ Western Ky.,L 28 - 58,1/,1,1,nan,Middle Tenn. Blue Raiders,Defense
10/17/2015,FIU,W 42 - 34,1/,nan,1,nan,Middle Tenn. Blue Raiders,Offense
10/17/2015,FIU,W 42 - 34,1/,1,1,nan,Middle Tenn. Blue Raiders,Defense
10/24/2015,@ Louisiana Tech,L 16 - 45,1/,nan,nan,nan,Middle Tenn. Blue Raiders,Offense
10/24/2015,@ Louisiana Tech,L 16 - 45,1/,1,2,nan,Middle Tenn. Blue Raiders,Defense
11/07/2015,Marshall,W 27 - 24 (3OT),1/,nan,1,1,Middle Tenn. Blue Raiders,Offense
11/07/2015,Marshall,W 27 - 24 (3OT),1/,2,1,nan,Middle Tenn. Blue Raiders,Defense
11/14/2015,@ Fla. Atlantic,W 24 - 17,1/,nan,1,nan,Middle Tenn. Blue Raiders,Offense
11/14/2015,@ Fla. Atlantic,W 24 - 17,1/,1,1,nan,Middle Tenn. Blue Raiders,Defense
11/21/2015,North Texas,W 41 - 7,1/,2,1,nan,Middle Tenn. Blue Raiders,Offense
11/21/2015,North Texas,W 41 - 7,1/,1,1,nan,Middle Tenn. Blue Raiders,Defense
11/28/2015,@ UTSA,W 42 - 7,1/,1,2,nan,Middle Tenn. Blue Raiders,Offense
11/28/2015,@ UTSA,W 42 - 7,1/,2,nan,nan,Middle Tenn. Blue Raiders,Defense
12/24/2015,"Western Mich. @ Nassau, Bahamas",L 31 - 45,1/,nan,1,nan,Middle Tenn. Blue Raiders,Offense
12/24/2015,"Western Mich. @ Nassau, Bahamas",L 31 - 45,1/,1,1,nan,Middle Tenn. Blue Raiders,Defense
09/03/2015,@ Utah,L 17 - 24,1/,nan,1,nan,Michigan Wolverines,Offense
09/03/2015,@ Utah,L 17 - 24,1/,nan,3,nan,Michigan Wolverines,Defense
09/12/2015,Oregon St.,W 35 - 7,1/,1,nan,nan,Michigan Wolverines,Offense
09/12/2015,Oregon St.,W 35 - 7,1/,1,1,nan,Michigan Wolverines,Defense
09/19/2015,UNLV,W 28 - 7,1/,nan,2,nan,Michigan Wolverines,Offense
09/19/2015,UNLV,W 28 - 7,1/,nan,1,nan,Michigan Wolverines,Defense
09/26/2015,BYU,W 31 - 0,1/,nan,nan,nan,Michigan Wolverines,Offense
09/26/2015,BYU,W 31 - 0,1/,nan,nan,nan,Michigan Wolverines,Defense
10/03/2015,@ Maryland,W 28 - 0,1/,nan,3,nan,Michigan Wolverines,Offense
10/03/2015,@ Maryland,W 28 - 0,1/,2,1,nan,Michigan Wolverines,Defense
10/10/2015,Northwestern,W 38 - 0,1/,nan,1,nan,Michigan Wolverines,Offense
10/10/2015,Northwestern,W 38 - 0,1/,nan,nan,nan,Michigan Wolverines,Defense
10/17/2015,Michigan St.,L 23 - 27,1/,nan,nan,nan,Michigan Wolverines,Offense
10/17/2015,Michigan St.,L 23 - 27,1/,1,nan,nan,Michigan Wolverines,Defense
10/31/2015,@ Minnesota,W 29 - 26,1/,nan,nan,nan,Michigan Wolverines,Offense
10/31/2015,@ Minnesota,W 29 - 26,1/,1,1,nan,Michigan Wolverines,Defense
11/07/2015,Rutgers,W 49 - 16,1/,nan,1,nan,Michigan Wolverines,Offense
11/07/2015,Rutgers,W 49 - 16,1/,nan,nan,nan,Michigan Wolverines,Defense
11/14/2015,@ Indiana,W 48 - 41 (2OT),1/,nan,nan,nan,Michigan Wolverines,Offense
11/14/2015,@ Indiana,W 48 - 41 (2OT),1/,nan,1,nan,Michigan Wolverines,Defense
11/21/2015,@ Penn St.,W 28 - 16,1/,1,nan,nan,Michigan Wolverines,Offense
11/21/2015,@ Penn St.,W 28 - 16,1/,1,1,1,Michigan Wolverines,Defense
11/28/2015,Ohio St.,L 13 - 42,1/,nan,nan,nan,Michigan Wolverines,Offense
11/28/2015,Ohio St.,L 13 - 42,1/,nan,1,nan,Michigan Wolverines,Defense
01/01/2016,"Florida @ Orlando, FL",W 41 - 7,1/,nan,2,nan,Michigan Wolverines,Offense
01/01/2016,"Florida @ Orlando, FL",W 41 - 7,1/,nan,nan,nan,Michigan Wolverines,Defense
08/31/2013,Central Mich.,W 59 - 9,1/,1,1,1,Michigan Wolverines,Offense
08/31/2013,Central Mich.,W 59 - 9,1/,nan,3,nan,Michigan Wolverines,Defense
09/07/2013,Notre Dame,W 41 - 30,1/,nan,2,nan,Michigan Wolverines,Offense
09/07/2013,Notre Dame,W 41 - 30,1/,nan,1,nan,Michigan Wolverines,Defense
09/14/2013,Akron,W 28 - 24,1/,nan,2,nan,Michigan Wolverines,Offense
09/14/2013,Akron,W 28 - 24,1/,1,3,nan,Michigan Wolverines,Defense
09/21/2013,@ UConn,W 24 - 21,1/,nan,1,nan,Michigan Wolverines,Offense
09/21/2013,@ UConn,W 24 - 21,1/,2,2,nan,Michigan Wolverines,Defense
10/05/2013,Minnesota,W 42 - 13,1/,1,1,nan,Michigan Wolverines,Offense
10/05/2013,Minnesota,W 42 - 13,1/,nan,nan,nan,Michigan Wolverines,Defense
10/12/2013,@ Penn St.,L 40 - 43 (1OT),1/,2,2,nan,Michigan Wolverines,Offense
10/12/2013,@ Penn St.,L 40 - 43 (1OT),1/,1,2,1,Michigan Wolverines,Defense
10/19/2013,Indiana,W 63 - 47,1/,nan,2,nan,Michigan Wolverines,Offense
10/19/2013,Indiana,W 63 - 47,1/,2,nan,1,Michigan Wolverines,Defense
11/02/2013,@ Michigan St.,L 6 - 29,1/,nan,1,1,Michigan Wolverines,Offense
11/02/2013,@ Michigan St.,L 6 - 29,1/,nan,1,nan,Michigan Wolverines,Defense
11/09/2013,Nebraska,L 13 - 17,1/,2,nan,nan,Michigan Wolverines,Offense
11/09/2013,Nebraska,L 13 - 17,1/,nan,nan,nan,Michigan Wolverines,Defense
11/16/2013,@ Northwestern,W 27 - 19 (3OT),1/,nan,1,nan,Michigan Wolverines,Offense
11/16/2013,@ Northwestern,W 27 - 19 (3OT),1/,nan,nan,nan,Michigan Wolverines,Defense
11/23/2013,@ Iowa,L 21 - 24,1/,1,3,nan,Michigan Wolverines,Offense
11/23/2013,@ Iowa,L 21 - 24,1/,1,nan,nan,Michigan Wolverines,Defense
11/30/2013,Ohio St.,L 41 - 42,1/,1,1,nan,Michigan Wolverines,Offense
11/30/2013,Ohio St.,L 41 - 42,1/,1,nan,nan,Michigan Wolverines,Defense
12/28/2013,"Kansas St. @ Tempe, Ariz",L 14 - 31,1/,1,nan,nan,Michigan Wolverines,Offense
12/28/2013,"Kansas St. @ Tempe, Ariz",L 14 - 31,1/,nan,1,nan,Michigan Wolverines,Defense
09/03/2016,Hawaii,W 63 - 3,1/,nan,2,nan,Michigan Wolverines,Offense
09/03/2016,Hawaii,W 63 - 3,1/,nan,1,nan,Michigan Wolverines,Defense
09/10/2016,UCF,W 51 - 14,1/,2,nan,2/,Michigan Wolverines,Offense
09/10/2016,UCF,W 51 - 14,1/,nan,nan,nan,Michigan Wolverines,Defense
09/17/2016,Colorado,W 45 - 28,1/,nan,nan,1,Michigan Wolverines,Offense
09/17/2016,Colorado,W 45 - 28,1/,1,nan,nan,Michigan Wolverines,Defense
09/24/2016,Penn St.,W 49 - 10,1/,1,1,nan,Michigan Wolverines,Offense
09/24/2016,Penn St.,W 49 - 10,1/,nan,nan,nan,Michigan Wolverines,Defense
10/01/2016,Wisconsin,W 14 - 7,1/,nan,3,nan,Michigan Wolverines,Offense
10/01/2016,Wisconsin,W 14 - 7,1/,nan,1,nan,Michigan Wolverines,Defense
10/08/2016,@ Rutgers,W 78 - 0,1/,1,nan,nan,Michigan Wolverines,Offense
10/08/2016,@ Rutgers,W 78 - 0,1/,1,nan,nan,Michigan Wolverines,Defense
10/22/2016,Illinois,W 41 - 8,1/,1,1,1,Michigan Wolverines,Offense
10/22/2016,Illinois,W 41 - 8,1/,1,nan,nan,Michigan Wolverines,Defense
10/29/2016,@ Michigan St.,W 32 - 23,1/,nan,1,nan,Michigan Wolverines,Offense
10/29/2016,@ Michigan St.,W 32 - 23,1/,nan,1,nan,Michigan Wolverines,Defense
11/05/2016,Maryland,W 59 - 3,1/,nan,2,nan,Michigan Wolverines,Offense
11/05/2016,Maryland,W 59 - 3,1/,nan,nan,nan,Michigan Wolverines,Defense
11/12/2016,@ Iowa,L 13 - 14,1/,nan,1,nan,Michigan Wolverines,Offense
11/12/2016,@ Iowa,L 13 - 14,1/,1,1,nan,Michigan Wolverines,Defense
11/19/2016,Indiana,W 20 - 10,1/,nan,nan,2/,Michigan Wolverines,Offense
11/19/2016,Indiana,W 20 - 10,1/,nan,nan,nan,Michigan Wolverines,Defense
11/26/2016,@ Ohio St.,L 27 - 30 (2OT),1/,nan,1,nan,Michigan Wolverines,Offense
11/26/2016,@ Ohio St.,L 27 - 30 (2OT),1/,1,2,nan,Michigan Wolverines,Defense
12/30/2016,"Florida St. @ Miami Gardens, Fla.",L 32 - 33,1/,1,1,1,Michigan Wolverines,Offense
12/30/2016,"Florida St. @ Miami Gardens, Fla.",L 32 - 33,1/,nan,1,nan,Michigan Wolverines,Defense
08/30/2014,Appalachian St.,W 52 - 14,1/,nan,nan,1,Michigan Wolverines,Offense
08/30/2014,Appalachian St.,W 52 - 14,1/,nan,1,nan,Michigan Wolverines,Defense
09/06/2014,@ Notre Dame,L 0 - 31,1/,nan,nan,nan,Michigan Wolverines,Offense
09/06/2014,@ Notre Dame,L 0 - 31,1/,1,3/,1,Michigan Wolverines,Defense
09/13/2014,Miami (OH),W 34 - 10,1/,nan,1,nan,Michigan Wolverines,Offense
09/13/2014,Miami (OH),W 34 - 10,1/,2,1,nan,Michigan Wolverines,Defense
09/20/2014,Utah,L 10 - 26,1/,nan,1,nan,Michigan Wolverines,Offense
09/20/2014,Utah,L 10 - 26,1/,1,3,nan,Michigan Wolverines,Defense
09/27/2014,Minnesota,L 14 - 30,1/,nan,nan,nan,Michigan Wolverines,Offense
09/27/2014,Minnesota,L 14 - 30,1/,1,1,nan,Michigan Wolverines,Defense
10/04/2014,@ Rutgers,L 24 - 26,1/,nan,nan,1,Michigan Wolverines,Offense
10/04/2014,@ Rutgers,L 24 - 26,1/,nan,1,1,Michigan Wolverines,Defense
10/11/2014,Penn St.,W 18 - 13,1/,nan,1,nan,Michigan Wolverines,Offense
10/11/2014,Penn St.,W 18 - 13,1/,nan,1,nan,Michigan Wolverines,Defense
10/25/2014,@ Michigan St.,L 11 - 35,1/,2,nan,nan,Michigan Wolverines,Offense
10/25/2014,@ Michigan St.,L 11 - 35,1/,1,2,nan,Michigan Wolverines,Defense
11/01/2014,Indiana,W 34 - 10,1/,2,nan,nan,Michigan Wolverines,Offense
11/01/2014,Indiana,W 34 - 10,1/,nan,1,nan,Michigan Wolverines,Defense
11/08/2014,@ Northwestern,W 10 - 9,1/,1,2,nan,Michigan Wolverines,Offense
11/08/2014,@ Northwestern,W 10 - 9,1/,1,2,1,Michigan Wolverines,Defense
11/22/2014,Maryland,L 16 - 23,1/,nan,nan,nan,Michigan Wolverines,Offense
