Jersey,Player,Yr,Pos,GP,GS,FumblesRecovered,Int,FumblesLost,Interceptions,stat,year,team
7,"Green, Tion",Sr,RB,12,12,nan,nan,2.0,nan,Turnover Margin,2016-17,Cincinnati Bearcats
10,"Thomas, Alex",So,DB,12,8,nan,4.0,nan,nan,Turnover Margin,2016-17,Cincinnati Bearcats
94,"Burton, Chris",Jr,DL,12,0,1.0,nan,nan,nan,Turnover Margin,2016-17,Cincinnati Bearcats
9,"Stephens, Linden",Jr,DB,12,4,nan,2.0,nan,nan,Turnover Margin,2016-17,Cincinnati Bearcats
96,"Broughton, Cortez",Jr,DL,12,12,nan,1.0,nan,nan,Turnover Margin,2016-17,Cincinnati Bearcats
56,"Wilson, Mark",Jr,DL,12,6,1.0,nan,nan,nan,Turnover Margin,2016-17,Cincinnati Bearcats
23,"Wilson, Eric",Sr,LB,12,12,2.0,nan,nan,nan,Turnover Margin,2016-17,Cincinnati Bearcats
99,"Pace, Alex",Sr,DL,12,12,1.0,nan,nan,nan,Turnover Margin,2016-17,Cincinnati Bearcats
13,"Coleman, Grant",Jr,DB,12,12,1.0,1.0,nan,nan,Turnover Margin,2016-17,Cincinnati Bearcats
84,"Cole, Nate",Sr,WR,12,12,nan,nan,1.0,nan,Turnover Margin,2016-17,Cincinnati Bearcats
4,"Edwards, Zach",Sr,DB,11,11,nan,1.0,nan,nan,Turnover Margin,2016-17,Cincinnati Bearcats
5,"Tyson, Mike",Sr,DB,10,9,nan,5.0,nan,nan,Turnover Margin,2016-17,Cincinnati Bearcats
2,"Gilbert, Tyrell",So,DB,10,8,1.0,3.0,nan,nan,Turnover Margin,2016-17,Cincinnati Bearcats
25,"Banschbach, Chad",Jr,RB,10,0,nan,nan,1.0,nan,Turnover Margin,2016-17,Cincinnati Bearcats
8,"Moore, Hayden",So,QB,7,7,nan,nan,2.0,7.0,Turnover Margin,2016-17,Cincinnati Bearcats
3A,"Dozier, Branden",Jr,DB,11,11,2,1,nan,nan,Turnover Margin,2014-15,Charlotte 49ers
65,"Ogunjobi, Larry",So,DL,11,11,1,nan,nan,nan,Turnover Margin,2014-15,Charlotte 49ers
58,"Crouser, Dustin",Fr,LB,11,8,nan,2,nan,nan,Turnover Margin,2014-15,Charlotte 49ers
43,"DeStefani, Tyler",Sr,LB,11,6,nan,1,nan,nan,Turnover Margin,2014-15,Charlotte 49ers
28,"Cunningham Jr., Greg",So,DB,11,10,1,3,nan,nan,Turnover Margin,2014-15,Charlotte 49ers
3,"Phillips, Kalif",So,RB,11,10,nan,nan,2.0,nan,Turnover Margin,2014-15,Charlotte 49ers
24,"Lucas, Daquan",So,LB,11,3,1,1,nan,nan,Turnover Margin,2014-15,Charlotte 49ers
14,"Norman, Tank",So,DB,11,10,nan,1,nan,nan,Turnover Margin,2014-15,Charlotte 49ers
13,"Cooper, Desmond",Sr,DB,11,10,nan,2,nan,nan,Turnover Margin,2014-15,Charlotte 49ers
11,"Pettit, Mark",So,DL,11,7,1,nan,nan,nan,Turnover Margin,2014-15,Charlotte 49ers
7,"Holt, Jalen",So,LB,11,3,1,1,1.0,nan,Turnover Margin,2014-15,Charlotte 49ers
5,"McNeill, Lee",So,QB,11,3,nan,nan,3.0,3,Turnover Margin,2014-15,Charlotte 49ers
5B,"Wynn, Tre'Shun",Fr,DB,10,0,nan,nan,1.0,nan,Turnover Margin,2014-15,Charlotte 49ers
21,"Mayela, Prince",So,DB,10,0,nan,1,nan,nan,Turnover Margin,2014-15,Charlotte 49ers
8A,"Holmes, Ardy",Jr,DB,10,1,nan,nan,1.0,nan,Turnover Margin,2014-15,Charlotte 49ers
99,"Banks, Brandon",So,DL,10,9,1,nan,nan,nan,Turnover Margin,2014-15,Charlotte 49ers
8,"Johnson, Matt",So,QB,8,8,nan,nan,3.0,8,Turnover Margin,2014-15,Charlotte 49ers
23,"Thomas, Maetron",Fr,RB,6,1,nan,nan,1.0,nan,Turnover Margin,2014-15,Charlotte 49ers
42,"Clayton-Molby, Caleb",Sr,LB,12,11,1,nan,nan,nan,Turnover Margin,2015-16,Charlotte 49ers
6A,"Kofa, Workpeh",Fr,WR,12,4,nan,nan,1.0,nan,Turnover Margin,2015-16,Charlotte 49ers
40,"Hart, Arthur",So,P,12,0,nan,nan,1.0,nan,Turnover Margin,2015-16,Charlotte 49ers
52,"Duncan, Zach",Fr,DL,12,6,1,nan,nan,nan,Turnover Margin,2015-16,Charlotte 49ers
3A,"Dozier, Branden",Sr,DB,12,8,nan,1,nan,nan,Turnover Margin,2015-16,Charlotte 49ers
53,"Herkley, Eric",Sr,LB,12,0,1,nan,nan,nan,Turnover Margin,2015-16,Charlotte 49ers
50,"King, Karrington",So,LB,12,4,1,nan,nan,nan,Turnover Margin,2015-16,Charlotte 49ers
46,"Reid, Daquavius",Jr,LB,12,0,2,nan,nan,nan,Turnover Margin,2015-16,Charlotte 49ers
19,"Pearson, Devin",So,DB,12,11,nan,2,nan,nan,Turnover Margin,2015-16,Charlotte 49ers
27,"Winchester, Terrance",Jr,DB,12,12,2,4,nan,nan,Turnover Margin,2015-16,Charlotte 49ers
24,"Lucas, Daquan",Jr,LB,12,12,1,1,nan,nan,Turnover Margin,2015-16,Charlotte 49ers
14,"Norman, Tank",Jr,DB,12,10,nan,1,nan,nan,Turnover Margin,2015-16,Charlotte 49ers
10,"Duke, Austin",Jr,WR,12,9,nan,nan,1.0,nan,Turnover Margin,2015-16,Charlotte 49ers
7,"Holt, Jalen",Jr,LB,12,8,1,nan,nan,nan,Turnover Margin,2015-16,Charlotte 49ers
5,"McNeill, Lee",Jr,QB,12,6,nan,nan,nan,10,Turnover Margin,2015-16,Charlotte 49ers
7A,"Buie, Andrew",Sr,RB,12,2,nan,nan,1.0,nan,Turnover Margin,2015-16,Charlotte 49ers
23,"Covington, Anthony",So,DB,11,2,nan,1,nan,nan,Turnover Margin,2015-16,Charlotte 49ers
28,"Cunningham Jr., Greg",Jr,DB,11,0,1,nan,nan,nan,Turnover Margin,2015-16,Charlotte 49ers
3,"Phillips, Kalif",Jr,RB,11,8,nan,nan,2.0,nan,Turnover Margin,2015-16,Charlotte 49ers
8,"Johnson, Matt",Jr,QB,11,1,nan,nan,3.0,8,Turnover Margin,2015-16,Charlotte 49ers
6,"Cook, Nick",Jr,LB,10,9,1,nan,nan,nan,Turnover Margin,2015-16,Charlotte 49ers
9,"McDuffie, Jeremy",Fr,DB,13,2,nan,1.0,nan,nan,Turnover Margin,2015-16,Duke Blue Devils
21,"Saxton II, Alonzo",So,DB,13,8,nan,1.0,nan,nan,Turnover Margin,2015-16,Duke Blue Devils
24,"Carmichael, Zavier",So,LB,13,5,nan,1.0,nan,nan,Turnover Margin,2015-16,Duke Blue Devils
33,"Singleton, Deondre",Jr,DB,13,13,2.0,nan,nan,nan,Turnover Margin,2015-16,Duke Blue Devils
10,"Smith, Ryan",Jr,WR,13,0,nan,nan,2.0,nan,Turnover Margin,2015-16,Duke Blue Devils
37,"Carter, Phillip",So,DB,13,2,nan,1.0,nan,nan,Turnover Margin,2015-16,Duke Blue Devils
31,"Borders, Breon",Jr,DB,13,13,nan,3.0,nan,nan,Turnover Margin,2015-16,Duke Blue Devils
48,"Williams, Deion",Sr,DL,13,8,1.0,nan,nan,nan,Turnover Margin,2015-16,Duke Blue Devils
40,"Norman, Dwayne",Sr,LB,13,13,nan,1.0,nan,nan,Turnover Margin,2015-16,Duke Blue Devils
26,"McCarthy, Corbin",Jr,DB,13,2,nan,1.0,nan,nan,Turnover Margin,2015-16,Duke Blue Devils
87,"McCaffrey, Max",Sr,WR,13,13,nan,nan,1.0,nan,Turnover Margin,2015-16,Duke Blue Devils
27,"Edwards, Devon",Jr,DB,13,13,nan,1.0,nan,nan,Turnover Margin,2015-16,Duke Blue Devils
80,"Reeves, David",Sr,TE,13,9,1.0,nan,nan,nan,Turnover Margin,2015-16,Duke Blue Devils
22,"Grier, Britton",Sr,DB,13,5,1.0,nan,nan,nan,Turnover Margin,2015-16,Duke Blue Devils
59,"Humphreys, Ben",Fr,LB,13,2,1.0,nan,nan,nan,Turnover Margin,2015-16,Duke Blue Devils
16,"Cash, Jeremy",Sr,DB,12,11,1.0,nan,nan,nan,Turnover Margin,2015-16,Duke Blue Devils
15,"Mann, Quay",So,RB,12,0,1.0,nan,nan,nan,Turnover Margin,2015-16,Duke Blue Devils
1,"Sirk, Thomas",Jr,QB,12,12,nan,nan,1.0,8.0,Turnover Margin,2015-16,Duke Blue Devils
29,"Wilson, Shaun",So,RB,11,2,nan,nan,2.0,1.0,Turnover Margin,2015-16,Duke Blue Devils
25,"Duncan, Jela",Jr,RB,10,0,nan,nan,1.0,nan,Turnover Margin,2015-16,Duke Blue Devils
4,"Barnes, Johnell",Jr,WR,10,8,1.0,nan,1.0,nan,Turnover Margin,2015-16,Duke Blue Devils
12,"Boehme, Parker",So,QB,10,1,nan,nan,2.0,1.0,Turnover Margin,2015-16,Duke Blue Devils
40,"Kurtz, Sean",Sr,LB,12,12,nan,2.0,nan,nan,Turnover Margin,2013-14,Eastern Mich. Eagles
4,"Creear III, Willie",Jr,DB,12,11,1.0,1.0,nan,nan,Turnover Margin,2013-14,Eastern Mich. Eagles
44,"Matt, Hunter",So,LB,12,3,1.0,nan,nan,nan,Turnover Margin,2013-14,Eastern Mich. Eagles
26,"Swaim, Mycal",Sr,DB,12,11,nan,1.0,nan,nan,Turnover Margin,2013-14,Eastern Mich. Eagles
19,"Spearman, Ike",So,LB,12,11,nan,2.0,nan,nan,Turnover Margin,2013-14,Eastern Mich. Eagles
9,"Jones, Jay",Jr,WR,12,10,nan,nan,1.0,nan,Turnover Margin,2013-14,Eastern Mich. Eagles
22,"Brumfield, Ryan",Jr,RB,12,4,nan,nan,3.0,nan,Turnover Margin,2013-14,Eastern Mich. Eagles
7D,"Cotton, Pudge",Jr,DB,12,0,1.0,nan,nan,nan,Turnover Margin,2013-14,Eastern Mich. Eagles
51,"Steals, Mike",So,DL,11,9,nan,1.0,nan,nan,Turnover Margin,2013-14,Eastern Mich. Eagles
30,"Hill, Bronson",Jr,RB,11,7,nan,nan,1.0,nan,Turnover Margin,2013-14,Eastern Mich. Eagles
12,"Benz, Tyler",Sr,QB,11,8,nan,nan,nan,9.0,Turnover Margin,2013-14,Eastern Mich. Eagles
99,"Pipkins, Arron",So,DL,9,0,1.0,nan,nan,nan,Turnover Margin,2013-14,Eastern Mich. Eagles
12,"McGough, Alex",Fr,QB,12,11,nan,nan,4.0,10.0,Turnover Margin,2014-15,FIU Panthers
10,"Coleman, Glenn",Sr,WR,12,8,nan,nan,1.0,nan,Turnover Margin,2014-15,FIU Panthers
87,"Smith, Jonnu",So,TE,12,12,nan,nan,1.0,nan,Turnover Margin,2014-15,FIU Panthers
57,"Guest, Jordan",Fr,LB,12,6,1.0,nan,nan,nan,Turnover Margin,2014-15,FIU Panthers
25,"Hazziez, De'Shawn",So,LB,12,0,nan,nan,1.0,nan,Turnover Margin,2014-15,FIU Panthers
38,"Myrtil, Wilkenson",So,DB,12,2,nan,2.0,nan,nan,Turnover Margin,2014-15,FIU Panthers
7,"McKinnon, Jeremiah",Jr,DB,12,9,1.0,2.0,nan,nan,Turnover Margin,2014-15,FIU Panthers
18,"Davis, Jordan",So,DB,12,1,nan,1.0,nan,nan,Turnover Margin,2014-15,FIU Panthers
55,"Wakefield, Michael",Jr,DL,12,12,3.0,nan,nan,nan,Turnover Margin,2014-15,FIU Panthers
35,"Colimon, Davison",Jr,LB,12,9,3.0,1.0,nan,nan,Turnover Margin,2014-15,FIU Panthers
9B,"Francois, Giovani",Sr,DL,12,7,1.0,nan,nan,nan,Turnover Margin,2014-15,FIU Panthers
3,"Leonard, Richard",Sr,DB,12,12,4.0,5.0,nan,nan,Turnover Margin,2014-15,FIU Panthers
74,"Koht, Lars",Jr,DL,12,7,1.0,nan,nan,nan,Turnover Margin,2014-15,FIU Panthers
5,"Taylor, Clinton",Jr,WR,12,0,nan,nan,1.0,nan,Turnover Margin,2014-15,FIU Panthers
11,"Perine, Denzell",Jr,DL,12,5,2.0,nan,nan,nan,Turnover Margin,2014-15,FIU Panthers
26,"Spence, Shermarke",Fr,DB,12,0,nan,1.0,nan,nan,Turnover Margin,2014-15,FIU Panthers
21,"Harvey, Randy",Sr,DB,11,2,1.0,nan,nan,nan,Turnover Margin,2014-15,FIU Panthers
14,"Perkins, Demarkus",Sr,DB,11,11,1.0,2.0,nan,nan,Turnover Margin,2014-15,FIU Panthers
53,"Wint, Anthony",Fr,LB,9,9,1.0,nan,nan,nan,Turnover Margin,2014-15,FIU Panthers
1,"Gardner, Alex",Fr,RB,8,7,nan,nan,1.0,nan,Turnover Margin,2014-15,FIU Panthers
19,"Stoshak, Jake",So,DB,12,2,1.0,nan,nan,nan,Turnover Margin,2016-17,Fla. Atlantic Owls
2,"Al-Shaair, Azeez",So,LB,12,12,nan,1.0,nan,nan,Turnover Margin,2016-17,Fla. Atlantic Owls
1A,"Miller, Herb",So,DB,12,2,1.0,nan,nan,nan,Turnover Margin,2016-17,Fla. Atlantic Owls
4S,"Soroh, Andrew",So,DB,12,6,nan,2.0,nan,nan,Turnover Margin,2016-17,Fla. Atlantic Owls
23,"Williams, Raekwon",Jr,DB,12,12,nan,1.0,nan,nan,Turnover Margin,2016-17,Fla. Atlantic Owls
16,"Driskel, Jason",Jr,QB,12,11,nan,nan,2.0,11.0,Turnover Margin,2016-17,Fla. Atlantic Owls
9,"Howell, Greg",Jr,RB,12,11,nan,nan,3.0,nan,Turnover Margin,2016-17,Fla. Atlantic Owls
9D,"Hendrickson, Trey",Sr,DL,12,12,1.0,nan,nan,nan,Turnover Margin,2016-17,Fla. Atlantic Owls
40,"Bryant, Harrison",Fr,TE,12,1,nan,nan,1.0,nan,Turnover Margin,2016-17,Fla. Atlantic Owls
18,"Young, Jalen",So,DB,11,11,1.0,2.0,1.0,nan,Turnover Margin,2016-17,Fla. Atlantic Owls
1D,"Rose, Ocie",So,DB,11,6,1.0,2.0,nan,nan,Turnover Margin,2016-17,Fla. Atlantic Owls
13,"Parr, Daniel",Fr,QB,9,1,nan,nan,nan,2.0,Turnover Margin,2016-17,Fla. Atlantic Owls
53,"Wint, Anthony",Jr,LB,12,12,1.0,nan,nan,nan,Turnover Margin,2016-17,FIU Panthers
97,"Salisbury, Newton",Jr,DL,12,8,1.0,nan,nan,nan,Turnover Margin,2016-17,FIU Panthers
7,"Silva, Fermin",So,DL,12,11,1.0,nan,nan,nan,Turnover Margin,2016-17,FIU Panthers
1,"Gardner, Alex",Jr,RB,12,12,nan,nan,3.0,nan,Turnover Margin,2016-17,FIU Panthers
93,"Albury, Imarjaye",Sr,DL,12,11,1.0,nan,nan,nan,Turnover Margin,2016-17,FIU Panthers
20,"Lubin, Emmanuel",So,DB,11,9,nan,1.0,nan,nan,Turnover Margin,2016-17,FIU Panthers
13,"Brown, Isaiah",Fr,DB,11,6,nan,3.0,nan,nan,Turnover Margin,2016-17,FIU Panthers
28,"Wilson, Deonte",Sr,DB,11,7,nan,1.0,nan,nan,Turnover Margin,2016-17,FIU Panthers
46,"Juste, Milord",So,DL,10,2,1.0,nan,nan,nan,Turnover Margin,2016-17,FIU Panthers
12,"McGough, Alex",Jr,QB,9,8,nan,nan,2.0,11.0,Turnover Margin,2016-17,FIU Panthers
33,"Gonzalez, Niko",Jr,DB,9,9,2.0,1.0,nan,nan,Turnover Margin,2016-17,FIU Panthers
31,"Johnson, Tyree",So,DB,9,0,1.0,nan,nan,nan,Turnover Margin,2016-17,FIU Panthers
99,"Faciane, Isame",Sr,DL,12,11,1,nan,nan,nan,Turnover Margin,2013-14,FIU Panthers
55,"Wakefield, Michael",So,DL,12,12,2,nan,nan,nan,Turnover Margin,2013-14,FIU Panthers
5,"Taylor, Clinton",So,WR,12,7,nan,nan,2.0,nan,Turnover Margin,2013-14,FIU Panthers
32,"Halley, Justin",Jr,DB,12,11,nan,3,nan,nan,Turnover Margin,2013-14,FIU Panthers
21,"Harvey, Randy",Jr,DB,12,11,1,1,nan,nan,Turnover Margin,2013-14,FIU Panthers
17,"Lowder, TJ",So,WR,12,11,nan,nan,2.0,nan,Turnover Margin,2013-14,FIU Panthers
12,"Medlock, Jake",Jr,QB,11,8,nan,nan,1.0,6,Turnover Margin,2013-14,FIU Panthers
25,"Jones, Derrick",So,LB,10,6,nan,1,nan,nan,Turnover Margin,2013-14,FIU Panthers
13A,"Hilliard, E.J.",So,QB,10,4,nan,nan,nan,4,Turnover Margin,2013-14,FIU Panthers
62,"Medlock, Sam",Fr,OL,10,0,1,nan,nan,nan,Turnover Margin,2013-14,FIU Panthers
39,"Miller, Sam",Sr,DB,10,8,nan,2,1.0,nan,Turnover Margin,2013-14,FIU Panthers
30,"Spearman, Silas",Fr,RB,10,1,nan,nan,2.0,nan,Turnover Margin,2013-14,FIU Panthers
9A,"Jasper, De'Andre",So,WR,9,0,nan,nan,1.0,nan,Turnover Margin,2013-14,FIU Panthers
3,"Leonard, Richard",Sr,DB,12,12,nan,1.0,nan,nan,Turnover Margin,2015-16,FIU Panthers
93,"Albury, Imarjaye",Jr,DL,12,11,1.0,nan,nan,nan,Turnover Margin,2015-16,FIU Panthers
53,"Wint, Anthony",So,LB,12,12,2.0,1.0,nan,nan,Turnover Margin,2015-16,FIU Panthers
12,"McGough, Alex",So,QB,12,12,nan,nan,4.0,8.0,Turnover Margin,2015-16,FIU Panthers
1,"Gardner, Alex",So,RB,12,11,nan,nan,2.0,nan,Turnover Margin,2015-16,FIU Panthers
29,"West, Vontarius",So,LB,12,7,1.0,nan,nan,nan,Turnover Margin,2015-16,FIU Panthers
7,"McKinnon, Jeremiah",Sr,DB,12,12,nan,3.0,nan,nan,Turnover Margin,2015-16,FIU Panthers
98,"Washington, Leonard",Jr,DL,12,1,1.0,nan,nan,nan,Turnover Margin,2015-16,FIU Panthers
5,"Taylor, Clinton",Sr,WR,12,6,1.0,nan,nan,nan,Turnover Margin,2015-16,FIU Panthers
22,"Bruno, Mark",Fr,DB,11,4,nan,1.0,nan,nan,Turnover Margin,2015-16,FIU Panthers
9,"Oyegunle, Shug",So,WR,11,0,2.0,nan,nan,nan,Turnover Margin,2015-16,FIU Panthers
33,"Gonzalez, Niko",So,DB,10,9,nan,2.0,nan,nan,Turnover Margin,2015-16,FIU Panthers
87,"Smith, Jonnu",Jr,TE,8,8,nan,nan,1.0,nan,Turnover Margin,2015-16,FIU Panthers
1,"Pace, Daquan",Sr,DB,13,13,nan,3,nan,nan,Turnover Margin,2016-17,Eastern Mich. Eagles
2M,"McGill, Kevin",Fr,DB,13,6,1.0,nan,nan,nan,Turnover Margin,2016-17,Eastern Mich. Eagles
58,"O'Risky, Chris",Sr,LB,13,0,1.0,nan,nan,nan,Turnover Margin,2016-17,Eastern Mich. Eagles
30,"Calhoun, Vince",Fr,DB,13,12,nan,3,nan,nan,Turnover Margin,2016-17,Eastern Mich. Eagles
6,"Pickett, Jaylen",So,LB,13,0,1.0,2,nan,nan,Turnover Margin,2016-17,Eastern Mich. Eagles
97,"Figueroa, Kwanii",So,DL,13,0,1.0,nan,nan,nan,Turnover Margin,2016-17,Eastern Mich. Eagles
92,"Crosby, Maxx",Fr,DL,13,0,1.0,nan,nan,nan,Turnover Margin,2016-17,Eastern Mich. Eagles
11,"Holder, Isaac",Fr,WR,13,1,nan,nan,nan,1,Turnover Margin,2016-17,Eastern Mich. Eagles
90,"Harris, Jeremiah",So,DL,13,13,3.0,1,nan,nan,Turnover Margin,2016-17,Eastern Mich. Eagles
51,"Rachwal, Kyle",So,LB,13,10,1.0,1,nan,nan,Turnover Margin,2016-17,Eastern Mich. Eagles
7,"Calderon, Ikie",Jr,DB,12,8,1.0,nan,nan,nan,Turnover Margin,2016-17,Eastern Mich. Eagles
13,"Moody, Justin",So,DB,12,0,nan,nan,1,nan,Turnover Margin,2016-17,Eastern Mich. Eagles
25,"Eriksen, Ian",So,RB,11,8,nan,nan,1,nan,Turnover Margin,2016-17,Eastern Mich. Eagles
9,"Spearman, Ike",Sr,LB,11,9,1.0,nan,nan,nan,Turnover Margin,2016-17,Eastern Mich. Eagles
16,"Harris, Lemar",So,WR,10,0,1.0,nan,nan,nan,Turnover Margin,2016-17,Eastern Mich. Eagles
33,"Turner, Breck",Fr,RB,10,1,nan,nan,1,nan,Turnover Margin,2016-17,Eastern Mich. Eagles
4,"Roback, Brogan",Jr,QB,10,8,nan,nan,nan,7,Turnover Margin,2016-17,Eastern Mich. Eagles
84,"Browning, Sam",Sr,TE,9,2,nan,nan,1,nan,Turnover Margin,2016-17,Eastern Mich. Eagles
14,"Williams, Ross",So,DB,9,3,nan,1,nan,nan,Turnover Margin,2016-17,Eastern Mich. Eagles
15,"Aristilde, Dieuly",Fr,WR,6,0,nan,nan,1,nan,Turnover Margin,2016-17,Eastern Mich. Eagles
39,"Beck, Jason",Fr,DB,12,10,nan,1,nan,nan,Turnover Margin,2014-15,Eastern Mich. Eagles
4D,"Creear III, Willie",Sr,DB,12,12,1,1,nan,nan,Turnover Margin,2014-15,Eastern Mich. Eagles
52,"O'Connor, Pat",Jr,DL,12,12,1,nan,nan,nan,Turnover Margin,2014-15,Eastern Mich. Eagles
44,"Matt, Hunter",Jr,LB,12,11,1,nan,nan,nan,Turnover Margin,2014-15,Eastern Mich. Eagles
6,"Jackson, Darius",Jr,RB,12,4,nan,nan,2.0,nan,Turnover Margin,2014-15,Eastern Mich. Eagles
88,"Russell, Tyreese",Sr,TE,12,12,nan,nan,2.0,nan,Turnover Margin,2014-15,Eastern Mich. Eagles
22,"Brumfield, Ryan",Sr,RB,12,7,nan,nan,1.0,nan,Turnover Margin,2014-15,Eastern Mich. Eagles
7,"Cotton, Pudge",Sr,DB,12,12,2,1,nan,nan,Turnover Margin,2014-15,Eastern Mich. Eagles
3,"Creel, Dustin",Jr,WR,11,11,nan,nan,1.0,nan,Turnover Margin,2014-15,Eastern Mich. Eagles
43,"Zappone, Anthony",Jr,LB,11,11,1,nan,nan,nan,Turnover Margin,2014-15,Eastern Mich. Eagles
42,"Johnson, Kevin",Sr,DB,11,10,nan,2,nan,nan,Turnover Margin,2014-15,Eastern Mich. Eagles
11,"Allen, Tyler",Sr,RB,11,5,nan,nan,2.0,nan,Turnover Margin,2014-15,Eastern Mich. Eagles
33,"Pace, Daquan",So,DB,10,9,nan,1,nan,nan,Turnover Margin,2014-15,Eastern Mich. Eagles
1Q,"Bell, Reginald",Fr,QB,10,8,nan,nan,6.0,6,Turnover Margin,2014-15,Eastern Mich. Eagles
5,"Canty, Jaleel",So,DB,9,0,nan,nan,1.0,nan,Turnover Margin,2014-15,Eastern Mich. Eagles
4,"Roback, Brogan",So,QB,12,10,nan,nan,2.0,11.0,Turnover Margin,2015-16,Eastern Mich. Eagles
80,"Stone, Austin",So,WR,12,0,nan,nan,1.0,nan,Turnover Margin,2015-16,Eastern Mich. Eagles
31,"Tillman, Ray",Sr,DB,12,12,1.0,nan,nan,nan,Turnover Margin,2015-16,Eastern Mich. Eagles
15,"Dawson, Clay",Sr,LB,12,9,1.0,nan,nan,nan,Turnover Margin,2015-16,Eastern Mich. Eagles
39,"Beck, Jason",So,DB,12,12,1.0,1.0,nan,nan,Turnover Margin,2015-16,Eastern Mich. Eagles
87,"Daugherty, Eddie",Fr,WR,12,5,nan,nan,1.0,nan,Turnover Margin,2015-16,Eastern Mich. Eagles
84,"Browning, Sam",Jr,TE,12,6,nan,nan,1.0,nan,Turnover Margin,2015-16,Eastern Mich. Eagles
6,"Jackson, Darius",Sr,RB,12,10,nan,nan,1.0,nan,Turnover Margin,2015-16,Eastern Mich. Eagles
49,"Onda, Tyler",Fr,LB,12,0,1.0,nan,nan,nan,Turnover Margin,2015-16,Eastern Mich. Eagles
34,"Vann, Shaq",Fr,RB,12,4,nan,nan,1.0,nan,Turnover Margin,2015-16,Eastern Mich. Eagles
22,"Brown, Anthony",Jr,DB,11,10,nan,1.0,nan,nan,Turnover Margin,2015-16,Eastern Mich. Eagles
8D,"Maclean, Luke",Jr,DL,11,8,2.0,nan,nan,nan,Turnover Margin,2015-16,Eastern Mich. Eagles
11,"Russell, Devon",Fr,DB,10,2,nan,1.0,nan,nan,Turnover Margin,2015-16,Eastern Mich. Eagles
51,"Rachwal, Kyle",Fr,LB,9,2,1.0,1.0,nan,nan,Turnover Margin,2015-16,Eastern Mich. Eagles
28,"Houston, Amos",Jr,LB,8,1,nan,nan,1.0,nan,Turnover Margin,2015-16,Eastern Mich. Eagles
13,"Moody, Justin",Fr,WR,8,0,nan,nan,1.0,nan,Turnover Margin,2015-16,Eastern Mich. Eagles
39,"Amos, Dashaun",Fr,DB,13,0,nan,1.0,nan,nan,Turnover Margin,2013-14,East Carolina Pirates
21,"Cooper, Vintavious",Sr,RB,13,12,nan,nan,2.0,nan,Turnover Margin,2013-14,East Carolina Pirates
3A,"Ray, Lance",Sr,WR,13,8,nan,nan,1.0,nan,Turnover Margin,2013-14,East Carolina Pirates
3,"Armstrong, Adonis",Sr,DB,13,13,nan,2.0,nan,nan,Turnover Margin,2013-14,East Carolina Pirates
1,"Thompson, Chip",Sr,DB,13,12,1.0,2.0,nan,nan,Turnover Margin,2013-14,East Carolina Pirates
24,"Williams, Brandon",Jr,LB,13,2,1.0,1.0,nan,nan,Turnover Margin,2013-14,East Carolina Pirates
28,"Hawkins, Joshua",So,DB,13,4,nan,1.0,nan,nan,Turnover Margin,2013-14,East Carolina Pirates
22,"Hairston, Chris",So,RB,13,0,nan,nan,1.0,nan,Turnover Margin,2013-14,East Carolina Pirates
44,"Bigger, Zeek",So,LB,13,10,nan,1.0,nan,nan,Turnover Margin,2013-14,East Carolina Pirates
58,"Pegues, Lee",Sr,DL,13,13,1.0,nan,nan,nan,Turnover Margin,2013-14,East Carolina Pirates
11,"Magazu, Damon",Sr,DB,13,13,1.0,5.0,nan,nan,Turnover Margin,2013-14,East Carolina Pirates
56,"Johnson, Derrell",Sr,LB,13,13,nan,1.0,nan,nan,Turnover Margin,2013-14,East Carolina Pirates
2,"Hardy, Justin",Jr,WR,13,13,nan,nan,2.0,nan,Turnover Margin,2013-14,East Carolina Pirates
5A,"Carden, Shane",Jr,QB,13,13,nan,nan,nan,10.0,Turnover Margin,2013-14,East Carolina Pirates
35,"Dobson, Michael",Sr,DB,13,1,nan,1.0,nan,nan,Turnover Margin,2013-14,East Carolina Pirates
20,"Tudor, Kyle",Sr,LB,12,11,nan,1.0,nan,nan,Turnover Margin,2013-14,East Carolina Pirates
48,"Falls, Maurice",Jr,LB,12,0,1.0,1.0,nan,nan,Turnover Margin,2013-14,East Carolina Pirates
14,"Phillips, Travis",Jr,DB,12,0,1.0,nan,nan,nan,Turnover Margin,2016-17,East Carolina Pirates
3,"Simmons, Travon",Jr,DB,12,11,1.0,1.0,nan,nan,Turnover Margin,2016-17,East Carolina Pirates
23,"Johnson, Quay",Jr,WR,12,10,nan,nan,1.0,nan,Turnover Margin,2016-17,East Carolina Pirates
7,"Williams, Jrdn",Jr,LB,12,5,nan,nan,2.0,nan,Turnover Margin,2016-17,East Carolina Pirates
11,"Summers, James",Sr,QB,12,9,nan,nan,1.0,nan,Turnover Margin,2016-17,East Carolina Pirates
26,"Gore, Colby",Fr,DB,12,9,nan,2.0,nan,nan,Turnover Margin,2016-17,East Carolina Pirates
1W,"Farrier, Deondre",Fr,WR,11,4,nan,nan,1.0,nan,Turnover Margin,2016-17,East Carolina Pirates
21,"Tillman, Ray",Jr,LB,11,0,1.0,nan,nan,nan,Turnover Margin,2016-17,East Carolina Pirates
10,"Bowden, Yiannis",So,LB,11,7,nan,1.0,nan,nan,Turnover Margin,2016-17,East Carolina Pirates
