Year,Team,GP,FumblesRecovered,Int,FumblesLost,Interceptions,OffenseDefense
2014-15,Oklahoma,13,7,12,7,17,Offense
2014-15,Oklahoma,0,7,17,7,12,Defensive
2015-16,Oklahoma,13,7,20,9,9,Offense
2015-16,Oklahoma,0,9,9,7,20,Defensive
2016-17,Oklahoma,13,8,9,9,8,Offense
2016-17,Oklahoma,0,9,8,8,9,Defensive
2017-18,Oklahoma,13,9,8,7,5,Offense
2017-18,Oklahoma,0,7,5,9,8,Defensive
2013-14,Oklahoma,13,8,16,5,11,Offense
2013-14,Oklahoma,0,5,11,9,16,Defensive
2014-15,Oklahoma,13,7,12,7,17,Offense
2014-15,Oklahoma,0,7,17,7,12,Defensive
2015-16,Oklahoma,13,7,20,9,9,Offense
2015-16,Oklahoma,0,9,9,7,20,Defensive
2016-17,Oklahoma,13,8,9,9,8,Offense
2016-17,Oklahoma,0,9,8,8,9,Defensive
2017-18,Oklahoma,13,9,8,7,5,Offense
2017-18,Oklahoma,0,7,5,9,8,Defensive
2013-14,Purdue,12,6,13,9,13,Offense
2013-14,Purdue,0,9,13,7,13,Defensive
2014-15,Purdue,12,9,10,8,16,Offense
2014-15,Purdue,0,8,16,9,10,Defensive
2015-16,Purdue,12,9,12,10,16,Offense
2015-16,Purdue,0,10,16,9,12,Defensive
2016-17,Purdue,12,4,12,8,25,Offense
2016-17,Purdue,0,8,25,4,12,Defensive
2017-18,Purdue,12,10,9,6,10,Offense
2017-18,Purdue,0,6,10,10,9,Defensive
2013-14,Purdue,12,6,13,9,13,Offense
2013-14,Purdue,0,9,13,7,13,Defensive
2014-15,Purdue,12,9,10,8,16,Offense
2014-15,Purdue,0,8,16,9,10,Defensive
2015-16,Purdue,12,9,12,10,16,Offense
2015-16,Purdue,0,10,16,9,12,Defensive
2016-17,Purdue,12,4,12,8,25,Offense
2016-17,Purdue,0,8,25,4,12,Defensive
2017-18,Purdue,12,10,9,6,10,Offense
2017-18,Purdue,0,6,10,10,9,Defensive
2013-14,Pittsburgh,13,8,8,8,9,Offense
2013-14,Pittsburgh,0,8,9,8,8,Defensive
2014-15,Pittsburgh,13,4,10,12,7,Offense
2014-15,Pittsburgh,0,12,7,4,10,Defensive
2015-16,Pittsburgh,13,6,10,7,9,Offense
2015-16,Pittsburgh,0,7,9,6,10,Defensive
2016-17,Pittsburgh,13,10,9,9,9,Offense
2016-17,Pittsburgh,0,9,9,10,9,Defensive
2017-18,Pittsburgh,12,7,9,8,8,Offense
2017-18,Pittsburgh,0,8,8,7,9,Defensive
2013-14,Pittsburgh,13,8,8,8,9,Offense
2013-14,Pittsburgh,0,8,9,8,8,Defensive
2014-15,Pittsburgh,13,4,10,12,7,Offense
2014-15,Pittsburgh,0,12,7,4,10,Defensive
2015-16,Pittsburgh,13,6,10,7,9,Offense
2015-16,Pittsburgh,0,7,9,6,10,Defensive
2016-17,Pittsburgh,13,10,9,9,9,Offense
2016-17,Pittsburgh,0,9,9,10,9,Defensive
2017-18,Pittsburgh,12,7,9,8,8,Offense
2017-18,Pittsburgh,0,8,8,7,9,Defensive
2013-14,Pittsburgh,13,8,8,8,9,Offense
2013-14,Pittsburgh,0,8,9,8,8,Defensive
2014-15,Pittsburgh,13,4,10,12,7,Offense
2014-15,Pittsburgh,0,12,7,4,10,Defensive
2015-16,Pittsburgh,13,6,10,7,9,Offense
2015-16,Pittsburgh,0,7,9,6,10,Defensive
2016-17,Pittsburgh,13,10,9,9,9,Offense
2016-17,Pittsburgh,0,9,9,10,9,Defensive
2017-18,Pittsburgh,12,7,9,8,8,Offense
2017-18,Pittsburgh,0,8,8,7,9,Defensive
2013-14,Pittsburgh,13,8,8,8,9,Offense
2013-14,Pittsburgh,0,8,9,8,8,Defensive
2014-15,Pittsburgh,13,4,10,12,7,Offense
2014-15,Pittsburgh,0,12,7,4,10,Defensive
2015-16,Pittsburgh,13,6,10,7,9,Offense
2015-16,Pittsburgh,0,7,9,6,10,Defensive
2016-17,Pittsburgh,13,10,9,9,9,Offense
2016-17,Pittsburgh,0,9,9,10,9,Defensive
2017-18,Pittsburgh,12,7,9,8,8,Offense
2017-18,Pittsburgh,0,8,8,7,9,Defensive
2013-14,Penn St.,12,7,13,12,10,Offense
2013-14,Penn St.,0,12,10,7,13,Defensive
2014-15,Penn St.,13,5,16,11,15,Offense
2014-15,Penn St.,0,11,15,5,16,Defensive
2015-16,Penn St.,13,12,10,12,6,Offense
2015-16,Penn St.,0,12,6,12,10,Defensive
2016-17,Penn St.,14,11,10,12,8,Offense
2016-17,Penn St.,0,12,8,11,10,Defensive
2017-18,Penn St.,12,14,10,2,8,Offense
2017-18,Penn St.,0,2,8,14,10,Defensive
2013-14,Penn St.,12,7,13,12,10,Offense
2013-14,Penn St.,0,12,10,7,13,Defensive
2014-15,Penn St.,13,5,16,11,15,Offense
2014-15,Penn St.,0,11,15,5,16,Defensive
2015-16,Penn St.,13,12,10,12,6,Offense
2015-16,Penn St.,0,12,6,12,10,Defensive
2016-17,Penn St.,14,11,10,12,8,Offense
2016-17,Penn St.,0,12,8,11,10,Defensive
2017-18,Penn St.,12,14,10,2,8,Offense
2017-18,Penn St.,0,2,8,14,10,Defensive
2013-14,Penn St.,12,7,13,12,10,Offense
2013-14,Penn St.,0,12,10,7,13,Defensive
2014-15,Penn St.,13,5,16,11,15,Offense
2014-15,Penn St.,0,11,15,5,16,Defensive
2015-16,Penn St.,13,12,10,12,6,Offense
2015-16,Penn St.,0,12,6,12,10,Defensive
2016-17,Penn St.,14,11,10,12,8,Offense
2016-17,Penn St.,0,12,8,11,10,Defensive
2017-18,Penn St.,12,14,10,2,8,Offense
2017-18,Penn St.,0,2,8,14,10,Defensive
2013-14,Penn St.,12,7,13,12,10,Offense
2013-14,Penn St.,0,12,10,7,13,Defensive
2014-15,Penn St.,13,5,16,11,15,Offense
2014-15,Penn St.,0,11,15,5,16,Defensive
2015-16,Penn St.,13,12,10,12,6,Offense
2015-16,Penn St.,0,12,6,12,10,Defensive
2016-17,Penn St.,14,11,10,12,8,Offense
2016-17,Penn St.,0,12,8,11,10,Defensive
2017-18,Penn St.,12,14,10,2,8,Offense
2017-18,Penn St.,0,2,8,14,10,Defensive
2013-14,Oregon St.,13,10,19,10,16,Offense
2013-14,Oregon St.,0,10,16,10,19,Defensive
2014-15,Oregon St.,12,7,11,6,8,Offense
2014-15,Oregon St.,0,6,8,7,11,Defensive
2015-16,Oregon St.,12,4,8,5,11,Offense
2015-16,Oregon St.,0,5,11,4,8,Defensive
2016-17,Oregon St.,12,13,7,8,11,Offense
2016-17,Oregon St.,0,8,11,13,7,Defensive
2017-18,Oregon St.,12,7,7,16,12,Offense
2017-18,Oregon St.,0,16,12,7,7,Defensive
2013-14,Oregon St.,13,10,19,10,16,Offense
2013-14,Oregon St.,0,10,16,10,19,Defensive
2014-15,Oregon St.,12,7,11,6,8,Offense
2014-15,Oregon St.,0,6,8,7,11,Defensive
2015-16,Oregon St.,12,4,8,5,11,Offense
2015-16,Oregon St.,0,5,11,4,8,Defensive
2016-17,Oregon St.,12,13,7,8,11,Offense
2016-17,Oregon St.,0,8,11,13,7,Defensive
2017-18,Oregon St.,12,7,7,16,12,Offense
2017-18,Oregon St.,0,16,12,7,7,Defensive
2013-14,Oregon St.,13,10,19,10,16,Offense
2013-14,Oregon St.,0,10,16,10,19,Defensive
2014-15,Oregon St.,12,7,11,6,8,Offense
2014-15,Oregon St.,0,6,8,7,11,Defensive
2015-16,Oregon St.,12,4,8,5,11,Offense
2015-16,Oregon St.,0,5,11,4,8,Defensive
2016-17,Oregon St.,12,13,7,8,11,Offense
2016-17,Oregon St.,0,8,11,13,7,Defensive
2017-18,Oregon St.,12,7,7,16,12,Offense
2017-18,Oregon St.,0,16,12,7,7,Defensive
2013-14,Oregon St.,13,10,19,10,16,Offense
2013-14,Oregon St.,0,10,16,10,19,Defensive
2014-15,Oregon St.,12,7,11,6,8,Offense
2014-15,Oregon St.,0,6,8,7,11,Defensive
2015-16,Oregon St.,12,4,8,5,11,Offense
2015-16,Oregon St.,0,5,11,4,8,Defensive
2016-17,Oregon St.,12,13,7,8,11,Offense
2016-17,Oregon St.,0,8,11,13,7,Defensive
2017-18,Oregon St.,12,7,7,16,12,Offense
2017-18,Oregon St.,0,16,12,7,7,Defensive
2011-12,Oregon,1,1,1,nan,2,Offense
2011-12,Oregon,0,nan,2,1,1,Defensive
2013-14,Oregon,13,11,17,12,6,Offense
2013-14,Oregon,0,12,6,12,17,Defensive
2014-15,Oregon,15,21,13,7,4,Offense
2014-15,Oregon,0,7,4,21,13,Defensive
2015-16,Oregon,13,9,13,7,10,Offense
2015-16,Oregon,0,7,10,9,13,Defensive
2016-17,Oregon,12,3,9,9,6,Offense
2016-17,Oregon,0,9,6,3,9,Defensive
2017-18,Oregon,12,9,13,11,10,Offense
2017-18,Oregon,0,11,10,9,13,Defensive
2011-12,Oregon,1,1,1,nan,2,Offense
2011-12,Oregon,0,nan,2,1,1,Defensive
2013-14,Oregon,13,11,17,12,6,Offense
2013-14,Oregon,0,12,6,12,17,Defensive
2014-15,Oregon,15,21,13,7,4,Offense
2014-15,Oregon,0,7,4,21,13,Defensive
2015-16,Oregon,13,9,13,7,10,Offense
2015-16,Oregon,0,7,10,9,13,Defensive
2016-17,Oregon,12,3,9,9,6,Offense
2016-17,Oregon,0,9,6,3,9,Defensive
2017-18,Oregon,12,9,13,11,10,Offense
2017-18,Oregon,0,11,10,9,13,Defensive
2011-12,Oregon,1,1,1,nan,2,Offense
2011-12,Oregon,0,nan,2,1,1,Defensive
2013-14,Oregon,13,11,17,12,6,Offense
2013-14,Oregon,0,12,6,12,17,Defensive
2014-15,Oregon,15,21,13,7,4,Offense
2014-15,Oregon,0,7,4,21,13,Defensive
2015-16,Oregon,13,9,13,7,10,Offense
2015-16,Oregon,0,7,10,9,13,Defensive
2016-17,Oregon,12,3,9,9,6,Offense
2016-17,Oregon,0,9,6,3,9,Defensive
2017-18,Oregon,12,9,13,11,10,Offense
2017-18,Oregon,0,11,10,9,13,Defensive
2013-14,San Jose St.,12,5,12,8,14,Offense
2013-14,San Jose St.,0,8,14,5,12,Defensive
2014-15,San Jose St.,12,8,6,12,14,Offense
2014-15,San Jose St.,0,12,14,8,6,Defensive
2015-16,San Jose St.,13,3,9,5,12,Offense
2015-16,San Jose St.,0,5,12,3,9,Defensive
2016-17,San Jose St.,12,9,10,5,15,Offense
2016-17,San Jose St.,0,5,15,9,10,Defensive
2017-18,San Jose St.,13,10,6,22,20,Offense
2017-18,San Jose St.,0,22,20,10,6,Defensive
2013-14,San Diego St.,13,11,8,16,14,Offense
2013-14,San Diego St.,0,16,14,11,8,Defensive
2014-15,San Diego St.,13,12,14,7,15,Offense
2014-15,San Diego St.,0,7,15,12,14,Defensive
2015-16,San Diego St.,14,11,23,9,3,Offense
2015-16,San Diego St.,0,9,3,11,23,Defensive
2016-17,San Diego St.,14,3,26,9,6,Offense
2016-17,San Diego St.,0,9,6,3,26,Defensive
2017-18,San Diego St.,12,6,13,8,3,Offense
2017-18,San Diego St.,0,8,3,6,13,Defensive
2013-14,San Diego St.,13,11,8,16,14,Offense
2013-14,San Diego St.,0,16,14,11,8,Defensive
2014-15,San Diego St.,13,12,14,7,15,Offense
2014-15,San Diego St.,0,7,15,12,14,Defensive
2015-16,San Diego St.,14,11,23,9,3,Offense
2015-16,San Diego St.,0,9,3,11,23,Defensive
2016-17,San Diego St.,14,3,26,9,6,Offense
2016-17,San Diego St.,0,9,6,3,26,Defensive
2017-18,San Diego St.,12,6,13,8,3,Offense
2017-18,San Diego St.,0,8,3,6,13,Defensive
2013-14,San Diego St.,13,11,8,16,14,Offense
2013-14,San Diego St.,0,16,14,11,8,Defensive
2014-15,San Diego St.,13,12,14,7,15,Offense
2014-15,San Diego St.,0,7,15,12,14,Defensive
2015-16,San Diego St.,14,11,23,9,3,Offense
2015-16,San Diego St.,0,9,3,11,23,Defensive
2016-17,San Diego St.,14,3,26,9,6,Offense
2016-17,San Diego St.,0,9,6,3,26,Defensive
2017-18,San Diego St.,12,6,13,8,3,Offense
2017-18,San Diego St.,0,8,3,6,13,Defensive
2013-14,San Diego St.,13,11,8,16,14,Offense
2013-14,San Diego St.,0,16,14,11,8,Defensive
2014-15,San Diego St.,13,12,14,7,15,Offense
2014-15,San Diego St.,0,7,15,12,14,Defensive
2015-16,San Diego St.,14,11,23,9,3,Offense
2015-16,San Diego St.,0,9,3,11,23,Defensive
2016-17,San Diego St.,14,3,26,9,6,Offense
2016-17,San Diego St.,0,9,6,3,26,Defensive
2017-18,San Diego St.,12,6,13,8,3,Offense
2017-18,San Diego St.,0,8,3,6,13,Defensive
2013-14,SMU,12,6,11,12,12,Offense
2013-14,SMU,0,12,12,6,11,Defensive
2014-15,SMU,12,10,6,16,14,Offense
2014-15,SMU,0,16,14,10,6,Defensive
2015-16,SMU,12,5,10,17,8,Offense
2015-16,SMU,0,17,8,5,10,Defensive
2016-17,SMU,12,8,18,7,17,Offense
2016-17,SMU,0,7,17,8,18,Defensive
2017-18,SMU,12,11,12,3,10,Offense
2017-18,SMU,0,3,10,11,12,Defensive
2013-14,SMU,12,6,11,12,12,Offense
2013-14,SMU,0,12,12,6,11,Defensive
2014-15,SMU,12,10,6,16,14,Offense
2014-15,SMU,0,16,14,10,6,Defensive
2015-16,SMU,12,5,10,17,8,Offense
2015-16,SMU,0,17,8,5,10,Defensive
2016-17,SMU,12,8,18,7,17,Offense
2016-17,SMU,0,7,17,8,18,Defensive
2017-18,SMU,12,11,12,3,10,Offense
2017-18,SMU,0,3,10,11,12,Defensive
2013-14,SMU,12,6,11,12,12,Offense
2013-14,SMU,0,12,12,6,11,Defensive
2014-15,SMU,12,10,6,16,14,Offense
2014-15,SMU,0,16,14,10,6,Defensive
2015-16,SMU,12,5,10,17,8,Offense
2015-16,SMU,0,17,8,5,10,Defensive
2016-17,SMU,12,8,18,7,17,Offense
2016-17,SMU,0,7,17,8,18,Defensive
2017-18,SMU,12,11,12,3,10,Offense
2017-18,SMU,0,3,10,11,12,Defensive
2013-14,SMU,12,6,11,12,12,Offense
2013-14,SMU,0,12,12,6,11,Defensive
2014-15,SMU,12,10,6,16,14,Offense
2014-15,SMU,0,16,14,10,6,Defensive
2015-16,SMU,12,5,10,17,8,Offense
2015-16,SMU,0,17,8,5,10,Defensive
2016-17,SMU,12,8,18,7,17,Offense
2016-17,SMU,0,7,17,8,18,Defensive
2017-18,SMU,12,11,12,3,10,Offense
2017-18,SMU,0,3,10,11,12,Defensive
2013-14,Rutgers,13,10,8,8,22,Offense
2013-14,Rutgers,0,8,22,10,8,Defensive
2014-15,Rutgers,13,11,7,7,13,Offense
2014-15,Rutgers,0,7,13,11,7,Defensive
2015-16,Rutgers,12,3,13,6,12,Offense
2015-16,Rutgers,0,6,12,3,13,Defensive
2016-17,Rutgers,11,6,7,12,6,Offense
2016-17,Rutgers,0,12,6,6,7,Defensive
2017-18,Rutgers,12,3,12,9,11,Offense
2017-18,Rutgers,0,9,11,3,12,Defensive
2013-14,Rutgers,13,10,8,8,22,Offense
2013-14,Rutgers,0,8,22,10,8,Defensive
2014-15,Rutgers,13,11,7,7,13,Offense
2014-15,Rutgers,0,7,13,11,7,Defensive
2015-16,Rutgers,12,3,13,6,12,Offense
2015-16,Rutgers,0,6,12,3,13,Defensive
2016-17,Rutgers,11,6,7,12,6,Offense
2016-17,Rutgers,0,12,6,6,7,Defensive
2017-18,Rutgers,12,3,12,9,11,Offense
2017-18,Rutgers,0,9,11,3,12,Defensive
2013-14,Rutgers,13,10,8,8,22,Offense
2013-14,Rutgers,0,8,22,10,8,Defensive
2014-15,Rutgers,13,11,7,7,13,Offense
2014-15,Rutgers,0,7,13,11,7,Defensive
2015-16,Rutgers,12,3,13,6,12,Offense
2015-16,Rutgers,0,6,12,3,13,Defensive
2016-17,Rutgers,11,6,7,12,6,Offense
2016-17,Rutgers,0,12,6,6,7,Defensive
2017-18,Rutgers,12,3,12,9,11,Offense
2017-18,Rutgers,0,9,11,3,12,Defensive
2013-14,Rutgers,13,10,8,8,22,Offense
2013-14,Rutgers,0,8,22,10,8,Defensive
2014-15,Rutgers,13,11,7,7,13,Offense
2014-15,Rutgers,0,7,13,11,7,Defensive
2015-16,Rutgers,12,3,13,6,12,Offense
2015-16,Rutgers,0,6,12,3,13,Defensive
2016-17,Rutgers,11,6,7,12,6,Offense
2016-17,Rutgers,0,12,6,6,7,Defensive
2017-18,Rutgers,12,3,12,9,11,Offense
2017-18,Rutgers,0,9,11,3,12,Defensive
2013-14,Rice,14,12,14,10,9,Offense
2013-14,Rice,0,10,9,12,14,Defensive
2014-15,Rice,13,11,9,4,8,Offense
2014-15,Rice,0,4,8,11,9,Defensive
2015-16,Rice,12,8,2,13,9,Offense
2015-16,Rice,0,13,9,8,2,Defensive
2016-17,Rice,12,6,5,8,10,Offense
2016-17,Rice,0,8,10,6,5,Defensive
2017-18,Rice,12,3,3,13,16,Offense
2017-18,Rice,0,13,16,3,3,Defensive
2013-14,Rice,14,12,14,10,9,Offense
2013-14,Rice,0,10,9,12,14,Defensive
2014-15,Rice,13,11,9,4,8,Offense
2014-15,Rice,0,4,8,11,9,Defensive
2015-16,Rice,12,8,2,13,9,Offense
2015-16,Rice,0,13,9,8,2,Defensive
2016-17,Rice,12,6,5,8,10,Offense
2016-17,Rice,0,8,10,6,5,Defensive
2017-18,Rice,12,3,3,13,16,Offense
2017-18,Rice,0,13,16,3,3,Defensive
2013-14,Rice,14,12,14,10,9,Offense
2013-14,Rice,0,10,9,12,14,Defensive
2014-15,Rice,13,11,9,4,8,Offense
2014-15,Rice,0,4,8,11,9,Defensive
2015-16,Rice,12,8,2,13,9,Offense
2015-16,Rice,0,13,9,8,2,Defensive
2016-17,Rice,12,6,5,8,10,Offense
2016-17,Rice,0,8,10,6,5,Defensive
2017-18,Rice,12,3,3,13,16,Offense
2017-18,Rice,0,13,16,3,3,Defensive
2013-14,Rice,14,12,14,10,9,Offense
2013-14,Rice,0,10,9,12,14,Defensive
2014-15,Rice,13,11,9,4,8,Offense
2014-15,Rice,0,4,8,11,9,Defensive
2015-16,Rice,12,8,2,13,9,Offense
2015-16,Rice,0,13,9,8,2,Defensive
2016-17,Rice,12,6,5,8,10,Offense
2016-17,Rice,0,8,10,6,5,Defensive
2017-18,Rice,12,3,3,13,16,Offense
2017-18,Rice,0,13,16,3,3,Defensive
2013-14,Southern California,14,5,17,8,9,Offense
2013-14,Southern California,0,8,9,5,17,Defensive
2014-15,Southern California,13,9,14,7,5,Offense
2014-15,Southern California,0,7,5,9,14,Defensive
2015-16,Southern California,14,9,14,5,7,Offense
2015-16,Southern California,0,5,7,9,14,Defensive
2016-17,Southern California,13,6,14,9,11,Offense
2016-17,Southern California,0,9,11,6,14,Defensive
2017-18,Southern California,13,8,16,11,12,Offense
2017-18,Southern California,0,11,12,8,16,Defensive
2013-14,Southern California,14,5,17,8,9,Offense
2013-14,Southern California,0,8,9,5,17,Defensive
2014-15,Southern California,13,9,14,7,5,Offense
2014-15,Southern California,0,7,5,9,14,Defensive
2015-16,Southern California,14,9,14,5,7,Offense
2015-16,Southern California,0,5,7,9,14,Defensive
2016-17,Southern California,13,6,14,9,11,Offense
2016-17,Southern California,0,9,11,6,14,Defensive
2017-18,Southern California,13,8,16,11,12,Offense
2017-18,Southern California,0,11,12,8,16,Defensive
2013-14,Southern California,14,5,17,8,9,Offense
2013-14,Southern California,0,8,9,5,17,Defensive
2014-15,Southern California,13,9,14,7,5,Offense
2014-15,Southern California,0,7,5,9,14,Defensive
2015-16,Southern California,14,9,14,5,7,Offense
2015-16,Southern California,0,5,7,9,14,Defensive
2016-17,Southern California,13,6,14,9,11,Offense
2016-17,Southern California,0,9,11,6,14,Defensive
2017-18,Southern California,13,8,16,11,12,Offense
2017-18,Southern California,0,11,12,8,16,Defensive
2013-14,Southern California,14,5,17,8,9,Offense
2013-14,Southern California,0,8,9,5,17,Defensive
2014-15,Southern California,13,9,14,7,5,Offense
2014-15,Southern California,0,7,5,9,14,Defensive
2015-16,Southern California,14,9,14,5,7,Offense
2015-16,Southern California,0,5,7,9,14,Defensive
2016-17,Southern California,13,6,14,9,11,Offense
2016-17,Southern California,0,9,11,6,14,Defensive
2017-18,Southern California,13,8,16,11,12,Offense
2017-18,Southern California,0,11,12,8,16,Defensive
2013-14,South Fla.,12,13,11,12,16,Offense
2013-14,South Fla.,0,12,16,14,11,Defensive
2014-15,South Fla.,12,14,6,9,11,Offense
2014-15,South Fla.,0,9,11,14,6,Defensive
2015-16,South Fla.,13,8,17,6,9,Offense
2015-16,South Fla.,0,6,9,8,17,Defensive
2016-17,South Fla.,13,11,15,9,8,Offense
2016-17,South Fla.,0,9,8,11,15,Defensive
2017-18,South Fla.,11,4,18,6,6,Offense
2017-18,South Fla.,0,6,6,4,18,Defensive
2013-14,South Fla.,12,13,11,12,16,Offense
2013-14,South Fla.,0,12,16,14,11,Defensive
2014-15,South Fla.,12,14,6,9,11,Offense
2014-15,South Fla.,0,9,11,14,6,Defensive
2015-16,South Fla.,13,8,17,6,9,Offense
2015-16,South Fla.,0,6,9,8,17,Defensive
2016-17,South Fla.,13,11,15,9,8,Offense
2016-17,South Fla.,0,9,8,11,15,Defensive
2017-18,South Fla.,11,4,18,6,6,Offense
2017-18,South Fla.,0,6,6,4,18,Defensive
2013-14,South Carolina,13,12,18,13,4,Offense
2013-14,South Carolina,0,13,4,12,18,Defensive
2014-15,South Carolina,13,8,11,10,11,Offense
2014-15,South Carolina,0,10,11,8,11,Defensive
2015-16,South Carolina,12,8,12,3,12,Offense
2015-16,South Carolina,0,3,12,8,12,Defensive
2016-17,South Carolina,13,12,15,13,7,Offense
2016-17,South Carolina,0,13,7,12,15,Defensive
2017-18,South Carolina,12,11,12,3,11,Offense
2017-18,South Carolina,0,3,11,11,12,Defensive
2013-14,South Carolina,13,12,18,13,4,Offense
2013-14,South Carolina,0,13,4,12,18,Defensive
2014-15,South Carolina,13,8,11,10,11,Offense
2014-15,South Carolina,0,10,11,8,11,Defensive
2015-16,South Carolina,12,8,12,3,12,Offense
2015-16,South Carolina,0,3,12,8,12,Defensive
2016-17,South Carolina,13,12,15,13,7,Offense
2016-17,South Carolina,0,13,7,12,15,Defensive
2017-18,South Carolina,12,11,12,3,11,Offense
2017-18,South Carolina,0,3,11,11,12,Defensive
2013-14,South Carolina,13,12,18,13,4,Offense
2013-14,South Carolina,0,13,4,12,18,Defensive
2014-15,South Carolina,13,8,11,10,11,Offense
2014-15,South Carolina,0,10,11,8,11,Defensive
2015-16,South Carolina,12,8,12,3,12,Offense
2015-16,South Carolina,0,3,12,8,12,Defensive
2016-17,South Carolina,13,12,15,13,7,Offense
2016-17,South Carolina,0,13,7,12,15,Defensive
2017-18,South Carolina,12,11,12,3,11,Offense
2017-18,South Carolina,0,3,11,11,12,Defensive
2013-14,South Carolina,13,12,18,13,4,Offense
2013-14,South Carolina,0,13,4,12,18,Defensive
2014-15,South Carolina,13,8,11,10,11,Offense
2014-15,South Carolina,0,10,11,8,11,Defensive
2015-16,South Carolina,12,8,12,3,12,Offense
2015-16,South Carolina,0,3,12,8,12,Defensive
2016-17,South Carolina,13,12,15,13,7,Offense
2016-17,South Carolina,0,13,7,12,15,Defensive
2017-18,South Carolina,12,11,12,3,11,Offense
2017-18,South Carolina,0,3,11,11,12,Defensive
2013-14,South Ala.,12,7,11,4,9,Offense
2013-14,South Ala.,0,4,9,7,11,Defensive
2014-15,South Ala.,13,15,6,11,17,Offense
2014-15,South Ala.,0,11,17,15,6,Defensive
2015-16,South Ala.,12,10,10,9,16,Offense
2015-16,South Ala.,0,9,16,10,10,Defensive
2016-17,South Ala.,13,10,10,8,14,Offense
2016-17,South Ala.,0,8,14,10,10,Defensive
2017-18,South Ala.,12,12,8,4,14,Offense
2017-18,South Ala.,0,4,14,12,8,Defensive
2013-14,South Ala.,12,7,11,4,9,Offense
2013-14,South Ala.,0,4,9,7,11,Defensive
2014-15,South Ala.,13,15,6,11,17,Offense
2014-15,South Ala.,0,11,17,15,6,Defensive
2015-16,South Ala.,12,10,10,9,16,Offense
2015-16,South Ala.,0,9,16,10,10,Defensive
2016-17,South Ala.,13,10,10,8,14,Offense
2016-17,South Ala.,0,8,14,10,10,Defensive
2017-18,South Ala.,12,12,8,4,14,Offense
2017-18,South Ala.,0,4,14,12,8,Defensive
2013-14,South Ala.,12,7,11,4,9,Offense
2013-14,South Ala.,0,4,9,7,11,Defensive
2014-15,South Ala.,13,15,6,11,17,Offense
2014-15,South Ala.,0,11,17,15,6,Defensive
2015-16,South Ala.,12,10,10,9,16,Offense
2015-16,South Ala.,0,9,16,10,10,Defensive
2016-17,South Ala.,13,10,10,8,14,Offense
2016-17,South Ala.,0,8,14,10,10,Defensive
2017-18,South Ala.,12,12,8,4,14,Offense
2017-18,South Ala.,0,4,14,12,8,Defensive
2013-14,South Ala.,12,7,11,4,9,Offense
2013-14,South Ala.,0,4,9,7,11,Defensive
2014-15,South Ala.,13,15,6,11,17,Offense
2014-15,South Ala.,0,11,17,15,6,Defensive
2015-16,South Ala.,12,10,10,9,16,Offense
2015-16,South Ala.,0,9,16,10,10,Defensive
2016-17,South Ala.,13,10,10,8,14,Offense
2016-17,South Ala.,0,8,14,10,10,Defensive
2017-18,South Ala.,12,12,8,4,14,Offense
2017-18,South Ala.,0,4,14,12,8,Defensive
2013-14,San Jose St.,12,5,12,8,14,Offense
2013-14,San Jose St.,0,8,14,5,12,Defensive
2014-15,San Jose St.,12,8,6,12,14,Offense
2014-15,San Jose St.,0,12,14,8,6,Defensive
2015-16,San Jose St.,13,3,9,5,12,Offense
2015-16,San Jose St.,0,5,12,3,9,Defensive
2016-17,San Jose St.,12,9,10,5,15,Offense
2016-17,San Jose St.,0,5,15,9,10,Defensive
2017-18,San Jose St.,13,10,6,22,20,Offense
2017-18,San Jose St.,0,22,20,10,6,Defensive
2013-14,San Jose St.,12,5,12,8,14,Offense
2013-14,San Jose St.,0,8,14,5,12,Defensive
2014-15,San Jose St.,12,8,6,12,14,Offense
2014-15,San Jose St.,0,12,14,8,6,Defensive
2015-16,San Jose St.,13,3,9,5,12,Offense
2015-16,San Jose St.,0,5,12,3,9,Defensive
2016-17,San Jose St.,12,9,10,5,15,Offense
2016-17,San Jose St.,0,5,15,9,10,Defensive
2017-18,San Jose St.,13,10,6,22,20,Offense
2017-18,San Jose St.,0,22,20,10,6,Defensive
2013-14,San Jose St.,12,5,12,8,14,Offense
2013-14,San Jose St.,0,8,14,5,12,Defensive
2014-15,San Jose St.,12,8,6,12,14,Offense
2014-15,San Jose St.,0,12,14,8,6,Defensive
2015-16,San Jose St.,13,3,9,5,12,Offense
2015-16,San Jose St.,0,5,12,3,9,Defensive
2016-17,San Jose St.,12,9,10,5,15,Offense
2016-17,San Jose St.,0,5,15,9,10,Defensive
2017-18,San Jose St.,13,10,6,22,20,Offense
2017-18,San Jose St.,0,22,20,10,6,Defensive
2013-14,Temple,12,10,3,8,11,Offense
2013-14,Temple,0,8,11,10,3,Defensive
2014-15,Temple,12,19,11,11,16,Offense
2014-15,Temple,0,11,16,19,11,Defensive
2015-16,Temple,14,6,16,11,8,Offense
2015-16,Temple,0,11,8,6,16,Defensive
2016-17,Temple,14,13,12,6,13,Offense
2016-17,Temple,0,6,13,13,12,Defensive
2017-18,Temple,12,7,8,6,15,Offense
2017-18,Temple,0,6,15,7,8,Defensive
2013-14,TCU,12,9,19,13,17,Offense
2013-14,TCU,0,13,17,9,19,Defensive
2014-15,TCU,13,14,26,11,11,Offense
2014-15,TCU,0,11,11,14,26,Defensive
2015-16,TCU,13,12,7,4,15,Offense
